event_id,device_id,filepath,operation,user_id,timestamp,severity,outcome
FILE_000566,DEV_00227,/tmp/log.txt,delete,USR_0051,2025-12-29T20:27:53.783321,medium,denied
FILE_000567,DEV_00018,/home/user/documents/report.pdf,write,USR_0092,2025-12-30T02:27:53.783332,medium,success
FILE_000568,DEV_00008,/tmp/log.txt,delete,USR_0061,2025-12-27T17:27:53.783339,low,denied
FILE_000569,DEV_00138,C:\Temp\file.txt,read,USR_0001,2025-12-31T19:27:53.783346,low,denied
FILE_000570,DEV_00105,/tmp/log.txt,open,USR_0048,2025-12-26T20:27:53.783354,medium,success
FILE_000571,DEV_00084,C:\Temp\file.txt,read,USR_0106,2025-12-31T23:27:53.783361,low,denied
FILE_000572,DEV_00033,/tmp/log.txt,write,USR_0112,2025-12-27T12:27:53.783369,low,success
FILE_000573,DEV_00228,C:\Temp\file.txt,delete,USR_0035,2025-12-26T23:27:53.783377,medium,success
FILE_000574,DEV_00157,/home/user/documents/report.pdf,delete,USR_0109,2025-12-31T15:27:53.783384,medium,success
FILE_000575,DEV_00277,/tmp/log.txt,open,USR_0051,2026-01-01T03:27:53.783391,low,success
FILE_000576,DEV_00138,/tmp/log.txt,write,USR_0087,2025-12-31T02:27:53.783398,low,denied
FILE_000577,DEV_00188,/etc/passwd,modify,USR_0001,2025-12-31T04:27:53.783405,critical,success
FILE_000578,DEV_00136,/tmp/log.txt,read,USR_0038,2025-12-26T23:27:53.783412,low,success
FILE_000579,DEV_00135,/home/user/documents/report.pdf,delete,USR_0124,2025-12-27T18:27:53.783419,medium,success
FILE_000580,DEV_00109,/home/user/documents/report.pdf,delete,USR_0001,2025-12-28T00:27:53.783426,low,denied
FILE_000581,DEV_00102,/tmp/log.txt,read,USR_0073,2025-12-26T19:27:53.783434,medium,denied
FILE_000582,DEV_00233,/tmp/log.txt,open,USR_0025,2025-12-31T13:27:53.783454,low,success
FILE_000583,DEV_00001,C:\Temp\file.txt,read,USR_0103,2025-12-27T12:27:53.783461,medium,denied
FILE_000584,DEV_00011,/etc/passwd,modify,USR_0111,2025-12-28T05:27:53.783471,critical,denied
FILE_000585,DEV_00219,C:\Temp\file.txt,delete,USR_0086,2025-12-29T03:27:53.783478,low,success
FILE_000586,DEV_00215,/home/user/documents/report.pdf,write,USR_0050,2025-12-26T22:27:53.783486,low,denied
FILE_000587,DEV_00179,C:\Temp\file.txt,open,USR_0032,2025-12-30T10:27:53.783493,medium,success
FILE_000588,DEV_00191,/tmp/log.txt,write,USR_0057,2026-01-01T01:27:53.783500,medium,denied
FILE_000589,DEV_00120,/tmp/log.txt,delete,USR_0053,2025-12-29T09:27:53.783507,low,success
FILE_000590,DEV_00123,/home/user/documents/report.pdf,delete,USR_0123,2025-12-29T14:27:53.783515,low,success
FILE_000591,DEV_00014,/tmp/log.txt,delete,USR_0031,2025-12-28T02:27:53.783522,low,denied
FILE_000592,DEV_00109,/tmp/log.txt,delete,USR_0089,2026-01-02T14:27:53.783530,low,denied
FILE_000593,DEV_00022,C:\Temp\file.txt,write,USR_0074,2025-12-31T22:27:53.783537,low,denied
FILE_000594,DEV_00207,/etc/shadow,write,USR_0109,2026-01-01T15:27:53.783544,critical,success
FILE_000595,DEV_00256,/home/user/documents/report.pdf,read,USR_0090,2025-12-30T02:27:53.783551,medium,denied
FILE_000596,DEV_00104,C:\Windows\System32\sam,write,USR_0049,2026-01-02T10:27:53.783558,critical,denied
FILE_000597,DEV_00040,C:\Temp\file.txt,open,USR_0124,2025-12-26T17:27:53.783566,low,denied
FILE_000598,DEV_00237,/tmp/log.txt,open,USR_0072,2025-12-27T18:27:53.783574,medium,success
FILE_000599,DEV_00232,/etc/shadow,modify,USR_0009,2025-12-29T16:27:53.783581,critical,success
FILE_000600,DEV_00064,C:\Temp\file.txt,write,USR_0059,2025-12-27T12:27:53.783588,low,denied
FILE_000601,DEV_00074,C:\Temp\file.txt,write,USR_0023,2025-12-31T09:27:53.783595,medium,success
FILE_000602,DEV_00148,/tmp/log.txt,write,USR_0084,2025-12-30T21:27:53.783603,low,denied
FILE_000603,DEV_00084,C:\Temp\file.txt,write,USR_0121,2025-12-30T07:27:53.783611,medium,denied
FILE_000604,DEV_00006,/etc/shadow,open,USR_0080,2025-12-30T16:27:53.783620,critical,success
FILE_000605,DEV_00121,/etc/passwd,write,USR_0091,2025-12-27T06:27:53.783628,critical,denied
FILE_000606,DEV_00071,C:\Temp\file.txt,open,USR_0107,2025-12-28T16:27:53.783635,low,denied
FILE_000607,DEV_00116,/tmp/log.txt,open,USR_0003,2026-01-02T12:27:53.783642,low,denied
FILE_000608,DEV_00168,/tmp/log.txt,open,USR_0025,2025-12-31T06:27:53.783650,low,success
FILE_000609,DEV_00127,C:\Temp\file.txt,write,USR_0079,2026-01-01T22:27:53.783657,low,denied
FILE_000610,DEV_00294,/tmp/log.txt,modify,USR_0048,2025-12-26T23:27:53.783664,medium,success
FILE_000611,DEV_00124,/home/user/documents/report.pdf,modify,USR_0034,2025-12-29T18:27:53.783671,low,success
FILE_000612,DEV_00189,/home/user/documents/report.pdf,delete,USR_0025,2025-12-27T10:27:53.783679,low,success
FILE_000613,DEV_00009,C:\Temp\file.txt,modify,USR_0071,2026-01-01T11:27:53.783686,medium,success
FILE_000614,DEV_00235,/home/user/documents/report.pdf,open,USR_0111,2026-01-01T03:27:53.783697,low,denied
FILE_000615,DEV_00059,C:\Temp\file.txt,read,USR_0036,2025-12-31T22:27:53.783705,low,success
FILE_000616,DEV_00104,C:\Temp\file.txt,open,USR_0031,2025-12-29T10:27:53.783712,medium,success
FILE_000617,DEV_00076,C:\Temp\file.txt,modify,USR_0035,2025-12-28T14:27:53.783720,medium,denied
FILE_000618,DEV_00161,/tmp/log.txt,write,USR_0008,2026-01-02T02:27:53.783730,low,denied
FILE_000619,DEV_00296,C:\Temp\file.txt,read,USR_0095,2025-12-29T01:27:53.783738,medium,denied
FILE_000620,DEV_00098,/tmp/log.txt,modify,USR_0072,2025-12-31T09:27:53.783745,low,denied
FILE_000621,DEV_00138,/home/admin/.ssh/id_rsa,write,USR_0061,2025-12-30T16:27:53.783752,critical,denied
FILE_000622,DEV_00046,/home/user/documents/report.pdf,open,USR_0125,2026-01-01T23:27:53.783759,low,success
FILE_000623,DEV_00036,/home/admin/.ssh/id_rsa,open,USR_0065,2025-12-27T01:27:53.783769,critical,success
FILE_000624,DEV_00279,/tmp/log.txt,open,USR_0068,2026-01-01T01:27:53.783777,medium,success
FILE_000625,DEV_00036,/home/user/documents/report.pdf,open,USR_0107,2025-12-27T05:27:53.783784,low,denied
FILE_000626,DEV_00155,/tmp/log.txt,open,USR_0098,2026-01-01T18:27:53.783792,medium,denied
FILE_000627,DEV_00155,/tmp/log.txt,write,USR_0058,2026-01-01T14:27:53.783799,medium,denied
FILE_000628,DEV_00242,/home/user/documents/report.pdf,read,USR_0142,2025-12-29T21:27:53.783806,low,success
FILE_000629,DEV_00043,/home/user/documents/report.pdf,open,USR_0104,2025-12-29T10:27:53.783813,low,denied
FILE_000630,DEV_00244,/tmp/log.txt,delete,USR_0121,2025-12-30T00:27:53.783821,medium,denied
FILE_000631,DEV_00098,C:\Users\Admin\.ssh\id_rsa,delete,USR_0037,2026-01-01T21:27:53.783827,critical,success
FILE_000632,DEV_00130,C:\Temp\file.txt,delete,USR_0125,2025-12-31T22:27:53.783835,low,denied
FILE_000633,DEV_00118,/tmp/log.txt,modify,USR_0042,2025-12-28T12:27:53.783842,medium,success
FILE_000634,DEV_00062,C:\Users\Admin\.ssh\id_rsa,delete,USR_0139,2025-12-31T15:27:53.783849,critical,success
FILE_000635,DEV_00257,/home/user/documents/report.pdf,open,USR_0089,2025-12-29T23:27:53.783856,low,denied
FILE_000636,DEV_00018,C:\Windows\System32\sam,read,USR_0131,2025-12-30T08:27:53.783863,critical,success
FILE_000637,DEV_00057,/home/user/documents/report.pdf,write,USR_0131,2025-12-29T16:27:53.783870,low,denied
FILE_000638,DEV_00252,/home/user/documents/report.pdf,read,USR_0071,2026-01-01T09:27:53.783877,medium,denied
FILE_000639,DEV_00095,/tmp/log.txt,modify,USR_0114,2025-12-27T05:27:53.783885,medium,success
FILE_000640,DEV_00003,C:\Users\Admin\.ssh\id_rsa,delete,USR_0129,2025-12-28T21:27:53.783891,critical,success
FILE_000641,DEV_00203,/home/user/documents/report.pdf,open,USR_0149,2025-12-28T19:27:53.783899,medium,denied
FILE_000642,DEV_00111,/tmp/log.txt,open,USR_0039,2026-01-01T22:27:53.783906,medium,success
FILE_000643,DEV_00243,C:\Temp\file.txt,modify,USR_0052,2026-01-01T04:27:53.783917,low,success
FILE_000644,DEV_00235,C:\Temp\file.txt,open,USR_0104,2025-12-29T09:27:53.783924,medium,success
FILE_000645,DEV_00087,/tmp/log.txt,delete,USR_0028,2026-01-02T05:27:53.783935,medium,denied
FILE_000646,DEV_00052,/home/user/documents/report.pdf,delete,USR_0106,2025-12-30T17:27:53.783943,medium,denied
FILE_000647,DEV_00246,/tmp/log.txt,open,USR_0076,2026-01-02T07:27:53.783950,medium,success
FILE_000648,DEV_00156,C:\Temp\file.txt,write,USR_0114,2025-12-26T21:27:53.783957,low,denied
FILE_000649,DEV_00118,C:\Temp\file.txt,write,USR_0035,2025-12-28T04:27:53.783964,low,success
FILE_000650,DEV_00077,/home/user/documents/report.pdf,delete,USR_0040,2025-12-31T18:27:53.783972,low,denied
FILE_000651,DEV_00214,/tmp/log.txt,write,USR_0027,2025-12-28T14:27:53.783984,low,denied
FILE_000652,DEV_00090,/home/user/documents/report.pdf,read,USR_0001,2026-01-01T17:27:53.783991,low,success
FILE_000653,DEV_00035,/home/user/documents/report.pdf,write,USR_0098,2025-12-28T11:27:53.783998,medium,denied
FILE_000654,DEV_00186,/home/user/documents/report.pdf,delete,USR_0128,2026-01-01T13:27:53.784013,medium,denied
FILE_000655,DEV_00201,C:\Temp\file.txt,modify,USR_0079,2025-12-30T04:27:53.784020,medium,denied
FILE_000656,DEV_00146,C:\Temp\file.txt,read,USR_0089,2026-01-01T12:27:53.784027,low,denied
FILE_000657,DEV_00113,/home/admin/.ssh/id_rsa,open,USR_0127,2025-12-27T17:27:53.784034,critical,denied
FILE_000658,DEV_00116,/home/user/documents/report.pdf,read,USR_0053,2026-01-02T14:27:53.784041,medium,success
FILE_000659,DEV_00008,C:\Temp\file.txt,open,USR_0024,2025-12-27T20:27:53.784049,medium,success
FILE_000660,DEV_00290,C:\Windows\System32\sam,modify,USR_0083,2025-12-27T01:27:53.784056,critical,denied
FILE_000661,DEV_00113,C:\Temp\file.txt,read,USR_0135,2025-12-28T21:27:53.784063,medium,success
FILE_000662,DEV_00049,C:\Temp\file.txt,open,USR_0130,2026-01-01T06:27:53.784074,low,denied
FILE_000663,DEV_00110,/tmp/log.txt,read,USR_0105,2025-12-29T03:27:53.784082,low,denied
FILE_000664,DEV_00237,/home/user/documents/report.pdf,open,USR_0036,2026-01-01T03:27:53.784089,low,denied
FILE_000665,DEV_00238,C:\Temp\file.txt,open,USR_0030,2025-12-28T12:27:53.784096,low,denied
FILE_000666,DEV_00022,C:\Users\Admin\.ssh\id_rsa,read,USR_0069,2025-12-29T20:27:53.784103,critical,denied
FILE_000667,DEV_00141,C:\Temp\file.txt,read,USR_0063,2026-01-01T00:27:53.784110,medium,success
FILE_000668,DEV_00276,/tmp/log.txt,delete,USR_0031,2025-12-31T07:27:53.784117,medium,success
FILE_000669,DEV_00102,C:\Temp\file.txt,delete,USR_0112,2026-01-01T21:27:53.784125,medium,success
FILE_000670,DEV_00141,/home/user/documents/report.pdf,modify,USR_0123,2026-01-01T14:27:53.784135,medium,denied
FILE_000671,DEV_00063,/home/user/documents/report.pdf,read,USR_0078,2026-01-01T21:27:53.784143,low,denied
FILE_000672,DEV_00278,C:\Temp\file.txt,read,USR_0066,2025-12-30T05:27:53.784150,medium,success
FILE_000673,DEV_00162,/home/user/documents/report.pdf,open,USR_0111,2025-12-26T16:27:53.784160,medium,denied
FILE_000674,DEV_00029,C:\Temp\file.txt,write,USR_0058,2025-12-28T15:27:53.784168,low,denied
FILE_000675,DEV_00264,/tmp/log.txt,write,USR_0071,2025-12-30T01:27:53.784175,low,success
FILE_000676,DEV_00262,/tmp/log.txt,modify,USR_0078,2025-12-29T07:27:53.784183,medium,denied
FILE_000677,DEV_00208,/tmp/log.txt,open,USR_0088,2025-12-28T20:27:53.784193,medium,success
FILE_000678,DEV_00285,C:\Temp\file.txt,delete,USR_0089,2025-12-28T06:27:53.784200,low,denied
FILE_000679,DEV_00047,/tmp/log.txt,read,USR_0009,2025-12-31T17:27:53.784208,medium,success
FILE_000680,DEV_00198,/home/user/documents/report.pdf,read,USR_0037,2025-12-28T07:27:53.784215,low,denied
FILE_000681,DEV_00210,/home/user/documents/report.pdf,delete,USR_0067,2025-12-31T15:27:53.784222,low,success
FILE_000682,DEV_00087,C:\Temp\file.txt,open,USR_0121,2026-01-01T18:27:53.784232,low,success
FILE_000683,DEV_00232,C:\Temp\file.txt,delete,USR_0041,2026-01-01T02:27:53.784240,medium,success
FILE_000684,DEV_00170,/tmp/log.txt,modify,USR_0034,2025-12-28T02:27:53.784248,low,success
FILE_000685,DEV_00148,/home/user/documents/report.pdf,modify,USR_0122,2025-12-29T09:27:53.784255,low,success
FILE_000686,DEV_00122,/home/user/documents/report.pdf,write,USR_0130,2025-12-27T08:27:53.784262,low,success
FILE_000687,DEV_00076,C:\Temp\file.txt,read,USR_0082,2025-12-31T17:27:53.784270,low,denied
FILE_000688,DEV_00198,/home/user/documents/report.pdf,write,USR_0135,2026-01-01T13:27:53.784277,medium,success
FILE_000689,DEV_00076,/tmp/log.txt,delete,USR_0087,2025-12-28T10:27:53.784284,low,success
FILE_000690,DEV_00204,/tmp/log.txt,read,USR_0044,2025-12-28T12:27:53.784293,low,success
FILE_000691,DEV_00127,C:\Users\Admin\.ssh\id_rsa,write,USR_0021,2025-12-27T22:27:53.784299,critical,success
FILE_000692,DEV_00203,C:\Users\Admin\.ssh\id_rsa,write,USR_0146,2026-01-01T14:27:53.784306,critical,success
FILE_000693,DEV_00049,/tmp/log.txt,write,USR_0089,2025-12-27T07:27:53.784314,medium,denied
FILE_000694,DEV_00212,/home/user/documents/report.pdf,open,USR_0099,2025-12-31T19:27:53.784321,low,success
FILE_000695,DEV_00126,C:\Temp\file.txt,open,USR_0010,2025-12-27T13:27:53.784329,medium,denied
FILE_000696,DEV_00245,/tmp/log.txt,delete,USR_0070,2025-12-30T22:27:53.784336,medium,denied
FILE_000697,DEV_00285,/home/user/documents/report.pdf,modify,USR_0134,2025-12-29T06:27:53.784344,medium,success
FILE_000698,DEV_00121,/home/user/documents/report.pdf,modify,USR_0012,2025-12-29T01:27:53.784351,medium,denied
FILE_000699,DEV_00190,C:\Temp\file.txt,delete,USR_0003,2025-12-27T13:27:53.784358,medium,denied
FILE_000700,DEV_00131,C:\Temp\file.txt,write,USR_0081,2026-01-01T10:27:53.784366,medium,denied
FILE_000701,DEV_00210,/tmp/log.txt,modify,USR_0127,2025-12-28T09:27:53.784376,low,denied
FILE_000702,DEV_00100,/tmp/log.txt,write,USR_0015,2025-12-30T06:27:53.784384,low,denied
FILE_000703,DEV_00283,C:\Temp\file.txt,open,USR_0124,2025-12-31T11:27:53.784391,low,denied
FILE_000704,DEV_00278,/tmp/log.txt,modify,USR_0018,2026-01-02T12:27:53.784398,medium,success
FILE_000705,DEV_00176,/home/user/documents/report.pdf,write,USR_0140,2025-12-31T06:27:53.784406,medium,denied
FILE_000706,DEV_00159,C:\Windows\System32\sam,read,USR_0061,2025-12-28T16:27:53.784412,critical,denied
FILE_000707,DEV_00213,/home/user/documents/report.pdf,delete,USR_0115,2026-01-01T06:27:53.784420,low,success
FILE_000708,DEV_00143,C:\Temp\file.txt,read,USR_0061,2025-12-27T07:27:53.784427,medium,denied
FILE_000709,DEV_00286,/tmp/log.txt,open,USR_0083,2026-01-02T12:27:53.784439,low,success
FILE_000710,DEV_00125,/tmp/log.txt,write,USR_0098,2025-12-28T21:27:53.784447,medium,denied
FILE_000711,DEV_00123,/tmp/log.txt,write,USR_0015,2026-01-01T16:27:53.784454,medium,success
FILE_000712,DEV_00087,C:\Temp\file.txt,delete,USR_0145,2025-12-26T23:27:53.784461,low,denied
FILE_000713,DEV_00047,C:\Temp\file.txt,write,USR_0145,2025-12-31T18:27:53.784468,low,denied
FILE_000714,DEV_00193,C:\Users\Admin\.ssh\id_rsa,modify,USR_0008,2025-12-30T09:27:53.784475,critical,success
FILE_000715,DEV_00122,/tmp/log.txt,modify,USR_0013,2026-01-01T12:27:53.784482,medium,denied
FILE_000716,DEV_00098,C:\Temp\file.txt,open,USR_0086,2025-12-30T20:27:53.784490,medium,denied
FILE_000717,DEV_00174,/home/user/documents/report.pdf,read,USR_0083,2025-12-27T12:27:53.784497,medium,denied
FILE_000718,DEV_00149,/home/user/documents/report.pdf,write,USR_0068,2025-12-27T07:27:53.784504,low,success
FILE_000719,DEV_00068,/tmp/log.txt,delete,USR_0068,2025-12-29T10:27:53.784512,low,denied
FILE_000720,DEV_00134,/home/user/documents/report.pdf,write,USR_0010,2025-12-31T14:27:53.784522,medium,success
FILE_000721,DEV_00188,/tmp/log.txt,open,USR_0089,2025-12-28T16:27:53.784533,medium,denied
FILE_000722,DEV_00179,C:\Temp\file.txt,write,USR_0028,2025-12-31T16:27:53.784541,medium,success
FILE_000723,DEV_00089,/tmp/log.txt,write,USR_0029,2026-01-01T16:27:53.784548,low,denied
FILE_000724,DEV_00108,/tmp/log.txt,open,USR_0051,2025-12-27T22:27:53.784555,medium,denied
FILE_000725,DEV_00213,C:\Temp\file.txt,delete,USR_0071,2025-12-26T22:27:53.784562,medium,success
FILE_000726,DEV_00297,C:\Temp\file.txt,write,USR_0068,2026-01-02T00:27:53.784570,medium,denied
FILE_000727,DEV_00040,/tmp/log.txt,read,USR_0044,2026-01-01T05:27:53.784577,low,success
FILE_000728,DEV_00176,/tmp/log.txt,read,USR_0116,2026-01-01T22:27:53.784584,low,denied
FILE_000729,DEV_00169,/home/user/documents/report.pdf,modify,USR_0054,2025-12-31T15:27:53.784592,low,denied
FILE_000730,DEV_00230,/tmp/log.txt,write,USR_0113,2025-12-28T03:27:53.784600,medium,denied
FILE_000731,DEV_00089,/home/user/documents/report.pdf,open,USR_0046,2025-12-28T07:27:53.784607,medium,denied
FILE_000732,DEV_00011,C:\Temp\file.txt,write,USR_0040,2025-12-31T04:27:53.784614,medium,success
FILE_000733,DEV_00241,/home/user/documents/report.pdf,open,USR_0048,2025-12-28T16:27:53.784621,medium,denied
FILE_000734,DEV_00139,/tmp/log.txt,open,USR_0102,2026-01-01T22:27:53.784628,low,denied
FILE_000735,DEV_00184,/home/user/documents/report.pdf,write,USR_0125,2026-01-01T12:27:53.784637,medium,denied
FILE_000736,DEV_00170,/home/user/documents/report.pdf,write,USR_0071,2026-01-02T03:27:53.784644,low,success
FILE_000737,DEV_00222,/tmp/log.txt,open,USR_0130,2025-12-29T04:27:53.784651,medium,denied
FILE_000738,DEV_00057,C:\Temp\file.txt,delete,USR_0050,2025-12-31T07:27:53.784659,low,denied
FILE_000739,DEV_00271,/tmp/log.txt,write,USR_0001,2026-01-01T08:27:53.784666,low,denied
FILE_000740,DEV_00036,C:\Temp\file.txt,modify,USR_0097,2025-12-30T17:27:53.784676,medium,denied
FILE_000741,DEV_00055,/tmp/log.txt,open,USR_0025,2026-01-02T09:27:53.784687,medium,success
FILE_000742,DEV_00137,C:\Temp\file.txt,delete,USR_0020,2025-12-30T04:27:53.784694,low,success
FILE_000743,DEV_00256,/home/user/documents/report.pdf,modify,USR_0108,2026-01-02T01:27:53.784702,low,denied
FILE_000744,DEV_00056,C:\Temp\file.txt,modify,USR_0035,2026-01-01T03:27:53.784709,medium,success
FILE_000745,DEV_00079,C:\Temp\file.txt,write,USR_0069,2026-01-01T14:27:53.784717,medium,success
FILE_000746,DEV_00297,C:\Temp\file.txt,read,USR_0034,2025-12-28T21:27:53.784724,medium,denied
FILE_000747,DEV_00062,C:\Temp\file.txt,open,USR_0145,2025-12-27T08:27:53.784731,medium,success
FILE_000748,DEV_00042,/home/user/documents/report.pdf,modify,USR_0086,2025-12-28T09:27:53.784739,low,success
FILE_000749,DEV_00198,/tmp/log.txt,read,USR_0005,2026-01-01T16:27:53.784746,low,success
FILE_000750,DEV_00109,/home/user/documents/report.pdf,open,USR_0057,2025-12-30T04:27:53.784753,medium,success
FILE_000751,DEV_00192,/home/user/documents/report.pdf,read,USR_0104,2025-12-30T21:27:53.784760,medium,success
FILE_000752,DEV_00035,/home/user/documents/report.pdf,modify,USR_0017,2026-01-01T12:27:53.784768,medium,denied
FILE_000753,DEV_00200,/home/user/documents/report.pdf,open,USR_0093,2026-01-02T08:27:53.784775,medium,denied
FILE_000754,DEV_00018,C:\Temp\file.txt,modify,USR_0028,2025-12-28T14:27:53.784782,medium,success
FILE_000755,DEV_00225,/home/user/documents/report.pdf,read,USR_0129,2026-01-02T16:27:53.784790,medium,success
FILE_000756,DEV_00215,C:\Temp\file.txt,read,USR_0016,2026-01-02T06:27:53.784797,low,denied
FILE_000757,DEV_00056,C:\Temp\file.txt,open,USR_0106,2025-12-26T17:27:53.784805,medium,success
FILE_000758,DEV_00050,/home/user/documents/report.pdf,delete,USR_0041,2025-12-31T18:27:53.784812,low,success
FILE_000759,DEV_00009,/home/user/documents/report.pdf,modify,USR_0125,2025-12-28T08:27:53.784819,medium,denied
FILE_000760,DEV_00273,/home/user/documents/report.pdf,open,USR_0137,2025-12-29T10:27:53.784830,low,denied
FILE_000761,DEV_00220,/tmp/log.txt,delete,USR_0082,2025-12-30T16:27:53.784838,low,success
FILE_000762,DEV_00015,/tmp/log.txt,read,USR_0149,2025-12-29T07:27:53.784846,medium,denied
FILE_000763,DEV_00237,/home/user/documents/report.pdf,modify,USR_0058,2025-12-30T19:27:53.784853,low,success
FILE_000764,DEV_00118,/tmp/log.txt,write,USR_0007,2025-12-29T19:27:53.784860,low,denied
FILE_000765,DEV_00181,/tmp/log.txt,write,USR_0068,2026-01-02T04:27:53.784868,low,success
FILE_000766,DEV_00279,/home/user/documents/report.pdf,write,USR_0055,2025-12-28T05:27:53.784875,low,success
FILE_000767,DEV_00249,C:\Temp\file.txt,open,USR_0141,2025-12-30T04:27:53.784883,low,denied
FILE_000768,DEV_00253,/home/user/documents/report.pdf,open,USR_0041,2025-12-30T13:27:53.784890,medium,success
FILE_000769,DEV_00248,/home/user/documents/report.pdf,read,USR_0056,2025-12-26T16:27:53.784898,medium,success
FILE_000770,DEV_00052,/tmp/log.txt,open,USR_0148,2025-12-31T22:27:53.784905,medium,success
FILE_000771,DEV_00144,/tmp/log.txt,write,USR_0069,2025-12-31T18:27:53.784916,medium,success
FILE_000772,DEV_00159,/home/user/documents/report.pdf,open,USR_0044,2025-12-28T08:27:53.784924,medium,success
FILE_000773,DEV_00038,C:\Temp\file.txt,open,USR_0033,2026-01-01T03:27:53.784935,medium,success
FILE_000774,DEV_00091,C:\Temp\file.txt,delete,USR_0107,2025-12-31T18:27:53.784943,low,denied
FILE_000775,DEV_00106,C:\Temp\file.txt,modify,USR_0036,2025-12-30T00:27:53.784950,medium,denied
FILE_000776,DEV_00062,C:\Temp\file.txt,modify,USR_0063,2025-12-31T12:27:53.784957,low,success
FILE_000777,DEV_00052,/tmp/log.txt,modify,USR_0034,2026-01-02T06:27:53.784964,low,denied
FILE_000778,DEV_00281,/home/user/documents/report.pdf,delete,USR_0060,2025-12-27T22:27:53.784972,medium,success
FILE_000779,DEV_00128,/home/user/documents/report.pdf,modify,USR_0027,2025-12-27T02:27:53.784988,low,denied
FILE_000780,DEV_00059,/home/user/documents/report.pdf,delete,USR_0100,2026-01-01T01:27:53.784996,medium,denied
FILE_000781,DEV_00254,/home/user/documents/report.pdf,write,USR_0141,2026-01-01T20:27:53.785010,medium,success
FILE_000782,DEV_00266,C:\Temp\file.txt,modify,USR_0088,2026-01-02T04:27:53.785019,medium,success
FILE_000783,DEV_00107,C:\Users\Admin\.ssh\id_rsa,read,USR_0113,2025-12-28T22:27:53.785028,critical,success
FILE_000784,DEV_00057,/tmp/log.txt,write,USR_0095,2025-12-29T16:27:53.785035,medium,success
FILE_000785,DEV_00153,/tmp/log.txt,read,USR_0073,2026-01-02T12:27:53.785042,low,denied
FILE_000786,DEV_00261,C:\Temp\file.txt,modify,USR_0068,2025-12-26T21:27:53.785050,medium,denied
FILE_000787,DEV_00116,/home/admin/.ssh/id_rsa,modify,USR_0131,2025-12-28T19:27:53.785056,critical,denied
FILE_000788,DEV_00108,C:\Temp\file.txt,modify,USR_0048,2025-12-31T06:27:53.785063,medium,denied
FILE_000789,DEV_00039,/home/admin/.ssh/id_rsa,write,USR_0123,2025-12-29T12:27:53.785070,critical,success
FILE_000790,DEV_00186,/tmp/log.txt,open,USR_0081,2025-12-26T21:27:53.785077,low,success
FILE_000791,DEV_00110,/etc/shadow,delete,USR_0078,2025-12-29T04:27:53.785084,critical,denied
FILE_000792,DEV_00155,/home/user/documents/report.pdf,modify,USR_0082,2025-12-29T05:27:53.785091,medium,success
FILE_000793,DEV_00263,/tmp/log.txt,read,USR_0072,2026-01-01T02:27:53.785099,medium,denied
FILE_000794,DEV_00214,/home/user/documents/report.pdf,open,USR_0003,2025-12-31T20:27:53.785106,low,denied
FILE_000795,DEV_00252,/home/user/documents/report.pdf,write,USR_0085,2025-12-31T13:27:53.785113,low,success
FILE_000796,DEV_00213,/home/user/documents/report.pdf,read,USR_0102,2025-12-27T00:27:53.785120,medium,denied
FILE_000797,DEV_00256,C:\Temp\file.txt,open,USR_0035,2025-12-26T21:27:53.785128,low,success
FILE_000798,DEV_00287,C:\Temp\file.txt,open,USR_0079,2025-12-28T03:27:53.785135,medium,success
FILE_000799,DEV_00282,/tmp/log.txt,delete,USR_0146,2026-01-01T06:27:53.785146,medium,success
FILE_000800,DEV_00062,/tmp/log.txt,modify,USR_0012,2026-01-02T03:27:53.785154,low,success
FILE_000801,DEV_00109,/tmp/log.txt,modify,USR_0114,2026-01-01T23:27:53.785161,low,success
FILE_000802,DEV_00140,/tmp/log.txt,read,USR_0138,2025-12-31T11:27:53.785169,medium,denied
FILE_000803,DEV_00144,/home/user/documents/report.pdf,modify,USR_0111,2026-01-01T08:27:53.785176,medium,success
FILE_000804,DEV_00254,C:\Temp\file.txt,read,USR_0010,2025-12-30T18:27:53.785183,low,success
FILE_000805,DEV_00157,C:\Temp\file.txt,open,USR_0039,2025-12-30T13:27:53.785193,low,success
FILE_000806,DEV_00021,/tmp/log.txt,write,USR_0037,2025-12-29T00:27:53.785201,low,success
FILE_000807,DEV_00136,/tmp/log.txt,read,USR_0034,2025-12-30T14:27:53.785208,low,denied
FILE_000808,DEV_00295,C:\Temp\file.txt,delete,USR_0128,2025-12-30T18:27:53.785216,low,denied
FILE_000809,DEV_00071,/tmp/log.txt,write,USR_0075,2025-12-30T20:27:53.785223,medium,success
FILE_000810,DEV_00102,/tmp/log.txt,read,USR_0128,2025-12-27T15:27:53.785230,low,denied
FILE_000811,DEV_00233,/home/user/documents/report.pdf,modify,USR_0040,2026-01-01T23:27:53.785238,low,denied
FILE_000812,DEV_00106,/tmp/log.txt,write,USR_0136,2026-01-01T20:27:53.785245,medium,success
FILE_000813,DEV_00198,C:\Temp\file.txt,modify,USR_0045,2025-12-28T12:27:53.785252,medium,success
FILE_000814,DEV_00273,C:\Temp\file.txt,read,USR_0146,2025-12-30T08:27:53.785259,medium,denied
FILE_000815,DEV_00054,/tmp/log.txt,delete,USR_0043,2025-12-31T06:27:53.785266,medium,denied
FILE_000816,DEV_00139,/etc/passwd,delete,USR_0147,2025-12-26T19:27:53.785273,critical,denied
