flow_id,src_device_id,dst_device_id,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,packet_count,duration_seconds,timestamp,status,severity
FLOW_001127,DEV_00032,DEV_00206,192.168.36.224,192.168.220.57,11429,514,UDP,46553627,49828598,432,325,2025-12-31T22:27:53.508924,success,low
FLOW_001128,DEV_00150,DEV_00133,192.168.90.247,192.168.178.236,28489,53,DNS,33773939,38895717,5319,563,2025-12-30T19:27:53.509072,success,low
FLOW_001129,DEV_00010,DEV_00220,192.168.30.196,192.168.243.233,0,0,ICMP,46625626,42119447,4221,3345,2025-12-30T01:27:53.509135,success,low
FLOW_001130,DEV_00239,DEV_00129,192.168.238.163,192.168.193.181,36902,53,DNS,945932,29629927,69,3320,2025-12-27T05:27:53.509182,success,low
FLOW_001131,DEV_00028,DEV_00224,192.168.80.47,192.168.200.68,60326,3389,TCP,34490640,33562797,9949,1859,2026-01-01T01:27:53.509253,success,low
FLOW_001132,DEV_00070,DEV_00264,192.168.81.245,192.168.92.199,27307,53,UDP,47475847,43211576,6197,1054,2026-01-01T10:27:53.509302,success,low
FLOW_001133,DEV_00253,DEV_00039,192.168.230.167,192.168.100.252,22958,53,DNS,48898020,48132948,6527,2224,2025-12-28T05:27:53.509349,success,low
FLOW_001134,DEV_00206,DEV_00194,192.168.220.57,192.168.142.16,0,0,ICMP,42679822,4302047,2374,1910,2025-12-27T11:27:53.509395,success,medium
FLOW_001135,DEV_00135,DEV_00069,192.168.43.22,192.168.39.106,0,0,ICMP,45114123,46014831,4434,341,2025-12-29T10:27:53.509440,success,low
FLOW_001136,DEV_00285,DEV_00134,192.168.243.199,192.168.222.92,29859,22,TCP,47140807,7952491,7731,5,2025-12-28T05:27:53.509483,success,low
FLOW_001137,DEV_00053,DEV_00189,192.168.133.89,192.168.250.49,32451,162,UDP,43544642,6943221,908,1931,2025-12-30T15:27:53.509526,success,low
FLOW_001138,DEV_00281,DEV_00298,192.168.157.71,192.168.54.108,0,0,ICMP,40070976,25454968,7432,2865,2026-01-01T02:27:53.509569,success,low
FLOW_001139,DEV_00028,DEV_00169,192.168.80.47,192.168.24.41,3316,3389,TCP,33908,3438868,7693,209,2026-01-01T13:27:53.509609,success,medium
FLOW_001140,DEV_00091,DEV_00007,192.168.115.154,192.168.187.25,0,0,ICMP,23355030,44635800,4745,2316,2025-12-28T15:27:53.509650,success,medium
FLOW_001141,DEV_00090,DEV_00017,192.168.49.240,192.168.221.81,45233,443,TCP,41614578,31586092,5981,2558,2025-12-27T06:27:53.509694,success,low
FLOW_001142,DEV_00171,DEV_00118,192.168.32.4,192.168.216.159,40018,53,DNS,20752314,17072925,2746,1420,2026-01-01T02:27:53.509736,success,low
FLOW_001143,DEV_00133,DEV_00085,192.168.178.236,192.168.24.231,6488,8443,TCP,19073341,7583790,5731,3189,2025-12-31T10:27:53.509775,success,low
FLOW_001144,DEV_00188,DEV_00048,192.168.87.153,192.168.7.189,31077,514,UDP,15419667,29805733,6952,3262,2025-12-29T11:27:53.509817,success,medium
FLOW_001145,DEV_00230,DEV_00195,192.168.221.176,192.168.147.231,45330,8443,TCP,322121,35580851,5256,1407,2025-12-28T09:27:53.509859,success,medium
FLOW_001146,DEV_00024,DEV_00187,192.168.129.39,192.168.76.6,0,0,ICMP,34642444,34167902,1301,1127,2025-12-30T19:27:53.509900,success,low
FLOW_001147,DEV_00173,DEV_00259,192.168.211.186,192.168.147.153,19586,53,DNS,45220767,23856278,7287,1047,2025-12-30T21:27:53.509941,success,low
FLOW_001148,DEV_00224,DEV_00108,192.168.200.68,192.168.231.223,25526,123,UDP,21296288,9754851,7241,3018,2025-12-27T09:27:53.509993,success,high
FLOW_001149,DEV_00030,DEV_00267,192.168.185.113,192.168.170.62,0,0,ICMP,35851811,16796462,6733,2775,2025-12-29T04:27:53.510045,blocked,low
FLOW_001150,DEV_00165,DEV_00114,192.168.249.37,192.168.143.132,16933,161,UDP,38713525,27652299,1939,2049,2025-12-31T11:27:53.510088,success,low
FLOW_001151,DEV_00102,DEV_00142,192.168.36.185,192.168.244.125,50789,22,TCP,10482279,9918569,6868,1085,2026-01-01T01:27:53.510143,success,high
FLOW_001152,DEV_00069,DEV_00005,192.168.39.106,192.168.160.163,0,0,ICMP,19898328,36685088,2696,3370,2025-12-27T13:27:53.510186,success,medium
FLOW_001153,DEV_00281,DEV_00053,192.168.157.71,192.168.133.89,5233,161,UDP,31573502,45841424,4194,2494,2025-12-27T22:27:53.510231,success,low
FLOW_001154,DEV_00090,DEV_00128,192.168.49.240,192.168.48.48,7819,53,DNS,48389496,36751821,4139,2795,2025-12-28T15:27:53.510279,timeout,medium
FLOW_001155,DEV_00221,DEV_00041,192.168.203.10,192.168.76.52,33728,53,DNS,35925847,3182354,4457,1410,2026-01-01T04:27:53.510320,success,medium
FLOW_001156,DEV_00220,DEV_00259,192.168.243.233,192.168.147.153,36528,53,DNS,31584023,22189168,4813,1142,2025-12-30T04:27:53.510361,success,medium
FLOW_001157,DEV_00036,DEV_00122,192.168.141.241,192.168.123.150,0,0,ICMP,40961784,9139829,9533,2835,2025-12-31T10:27:53.510401,success,medium
FLOW_001158,DEV_00169,DEV_00224,192.168.24.41,192.168.200.68,30756,161,UDP,44526043,4295233,9536,856,2025-12-31T00:27:53.510441,success,low
FLOW_001159,DEV_00057,DEV_00080,192.168.207.207,192.168.123.83,0,0,ICMP,19770771,32112833,9906,993,2025-12-29T04:27:53.510480,success,low
FLOW_001160,DEV_00036,DEV_00186,192.168.141.241,192.168.127.226,53670,53,DNS,9133827,47328693,2177,2873,2025-12-31T03:27:53.510519,blocked,low
FLOW_001161,DEV_00239,DEV_00015,192.168.238.163,192.168.243.55,41216,53,DNS,34793365,2030545,5188,951,2026-01-01T14:27:53.510562,success,low
FLOW_001162,DEV_00154,DEV_00124,192.168.74.161,192.168.131.192,14994,162,UDP,45311150,11828767,8071,277,2025-12-27T23:27:53.510602,success,low
FLOW_001163,DEV_00234,DEV_00181,192.168.115.23,192.168.221.94,57488,53,DNS,7055915,8728177,1263,859,2025-12-27T21:27:53.510646,success,low
FLOW_001164,DEV_00286,DEV_00250,192.168.133.179,192.168.107.140,26916,8443,TCP,5206020,21404468,4905,1421,2025-12-27T01:27:53.510689,blocked,low
FLOW_001165,DEV_00119,DEV_00183,192.168.46.247,192.168.46.187,47466,53,DNS,5362425,35090340,480,677,2025-12-27T00:27:53.510728,blocked,low
FLOW_001166,DEV_00072,DEV_00039,192.168.147.174,192.168.100.252,44459,514,UDP,47304662,36258649,6256,1773,2025-12-27T11:27:53.510767,success,high
FLOW_001167,DEV_00140,DEV_00201,192.168.236.16,192.168.35.77,0,0,ICMP,46485004,35743331,4704,1840,2026-01-02T07:27:53.510805,success,low
FLOW_001168,DEV_00113,DEV_00086,192.168.2.242,192.168.102.66,52972,53,DNS,14066666,10693365,284,852,2025-12-29T02:27:53.510844,blocked,low
FLOW_001169,DEV_00065,DEV_00228,192.168.103.129,192.168.209.88,26530,53,DNS,28687514,36344820,5546,763,2025-12-28T16:27:53.510883,success,low
FLOW_001170,DEV_00015,DEV_00126,192.168.243.55,192.168.124.90,34173,162,UDP,30120961,37650731,3720,3405,2025-12-30T20:27:53.510922,success,low
FLOW_001171,DEV_00209,DEV_00094,192.168.87.254,192.168.39.77,15564,161,UDP,42797219,42499830,5694,3332,2025-12-26T22:27:53.510972,success,low
FLOW_001172,DEV_00218,DEV_00089,192.168.188.64,192.168.251.77,43646,123,UDP,30394786,33534786,608,230,2025-12-30T23:27:53.511024,success,low
FLOW_001173,DEV_00241,DEV_00112,192.168.247.88,192.168.205.64,9270,445,TCP,14806084,42683240,2083,698,2025-12-27T20:27:53.511069,success,high
FLOW_001174,DEV_00012,DEV_00161,192.168.117.88,192.168.147.96,17707,53,UDP,48776223,10227020,5434,1402,2025-12-30T02:27:53.511109,success,low
FLOW_001175,DEV_00115,DEV_00298,192.168.100.200,192.168.54.108,61022,53,DNS,43569793,2595704,4813,428,2026-01-01T14:27:53.511149,success,high
FLOW_001176,DEV_00036,DEV_00186,192.168.141.241,192.168.127.226,52426,53,DNS,26825587,43280181,7550,954,2025-12-28T01:27:53.511188,success,medium
FLOW_001177,DEV_00195,DEV_00006,192.168.147.231,192.168.167.225,0,0,ICMP,34554404,45043784,4344,3057,2025-12-29T02:27:53.511226,success,low
FLOW_001178,DEV_00092,DEV_00037,192.168.75.60,192.168.204.160,36699,514,UDP,22165787,23639148,8769,1906,2025-12-29T00:27:53.511265,success,low
FLOW_001179,DEV_00083,DEV_00124,192.168.107.180,192.168.131.192,0,0,ICMP,39103344,39783887,4581,654,2025-12-29T05:27:53.511303,success,low
FLOW_001180,DEV_00285,DEV_00166,192.168.243.199,192.168.164.210,6603,123,UDP,48211833,3167536,3702,3521,2025-12-31T02:27:53.511341,success,low
FLOW_001181,DEV_00259,DEV_00256,192.168.147.153,192.168.111.81,50779,8443,TCP,9649062,36527572,3677,1015,2025-12-29T21:27:53.511385,success,low
FLOW_001182,DEV_00281,DEV_00039,192.168.157.71,192.168.100.252,45172,22,TCP,7849688,24560287,3589,847,2025-12-28T19:27:53.511424,success,medium
FLOW_001183,DEV_00235,DEV_00011,192.168.141.1,192.168.90.2,44011,162,UDP,32950697,11120090,8390,3142,2025-12-28T19:27:53.511462,success,low
FLOW_001184,DEV_00221,DEV_00189,192.168.203.10,192.168.250.49,61088,53,DNS,23719944,33194655,5590,2328,2025-12-30T01:27:53.511502,success,low
FLOW_001185,DEV_00176,DEV_00166,192.168.129.83,192.168.164.210,42258,162,UDP,8992938,37792122,1369,1815,2026-01-01T11:27:53.511541,success,low
FLOW_001186,DEV_00147,DEV_00039,192.168.253.221,192.168.100.252,23632,123,UDP,46283661,21001324,2156,3028,2025-12-29T19:27:53.511579,success,high
FLOW_001187,DEV_00272,DEV_00257,192.168.155.184,192.168.75.202,50785,53,UDP,26464989,43628333,5143,395,2026-01-01T23:27:53.511617,success,medium
FLOW_001188,DEV_00192,DEV_00253,192.168.68.24,192.168.230.167,0,0,ICMP,21452753,9995144,993,3293,2025-12-31T12:27:53.511655,success,medium
FLOW_001189,DEV_00198,DEV_00135,192.168.151.150,192.168.43.22,2709,53,DNS,20145208,3804065,3099,3370,2025-12-29T20:27:53.511694,success,low
FLOW_001190,DEV_00047,DEV_00088,192.168.174.116,192.168.247.170,0,0,ICMP,644809,49444878,2842,2387,2025-12-31T13:27:53.511739,timeout,low
FLOW_001191,DEV_00012,DEV_00296,192.168.117.88,192.168.179.133,0,0,ICMP,48086922,5942394,9048,159,2025-12-29T20:27:53.511780,success,low
FLOW_001192,DEV_00293,DEV_00163,192.168.53.59,192.168.119.95,2787,5432,TCP,32108528,40787668,4153,363,2026-01-01T06:27:53.511819,blocked,low
FLOW_001193,DEV_00167,DEV_00155,192.168.180.213,192.168.236.53,6682,53,DNS,7640664,13686708,4967,3036,2025-12-31T05:27:53.511858,success,low
FLOW_001194,DEV_00036,DEV_00105,192.168.141.241,192.168.39.62,51299,514,UDP,29018331,46433027,2891,1892,2025-12-29T03:27:53.511901,success,low
FLOW_001195,DEV_00149,DEV_00066,192.168.161.192,192.168.82.42,8658,443,TCP,1739555,11101532,1424,2851,2025-12-31T12:27:53.511941,success,critical
FLOW_001196,DEV_00149,DEV_00158,192.168.161.192,192.168.207.110,41529,139,TCP,40422577,3405156,9120,2233,2025-12-26T19:27:53.511987,success,low
FLOW_001197,DEV_00212,DEV_00155,192.168.121.33,192.168.236.53,0,0,ICMP,7852992,38405102,1774,2770,2025-12-27T13:27:53.512036,blocked,low
FLOW_001198,DEV_00112,DEV_00099,192.168.205.64,192.168.132.226,0,0,ICMP,6315056,29680247,2493,957,2025-12-29T02:27:53.512079,blocked,low
FLOW_001199,DEV_00154,DEV_00036,192.168.74.161,192.168.141.241,1767,53,DNS,46357674,36766081,9237,378,2025-12-27T02:27:53.512118,success,low
FLOW_001200,DEV_00149,DEV_00019,192.168.161.192,192.168.102.223,0,0,ICMP,7517266,16051046,3384,3202,2026-01-01T00:27:53.512156,success,medium
FLOW_001201,DEV_00135,DEV_00190,192.168.43.22,192.168.141.216,63817,53,DNS,5141522,17186800,8517,1945,2025-12-29T12:27:53.512199,success,medium
FLOW_001202,DEV_00178,DEV_00079,192.168.91.240,192.168.173.194,0,0,ICMP,10202246,15172988,1242,3382,2025-12-29T16:27:53.512237,success,low
FLOW_001203,DEV_00101,DEV_00256,192.168.214.63,192.168.111.81,43774,22,TCP,21170077,46306998,7210,3469,2026-01-02T09:27:53.512276,timeout,medium
FLOW_001204,DEV_00195,DEV_00106,192.168.147.231,192.168.145.63,27168,445,TCP,1524136,917093,5668,2433,2025-12-27T05:27:53.512315,success,high
FLOW_001205,DEV_00204,DEV_00205,192.168.163.237,192.168.90.89,47928,123,UDP,16630924,14643256,7566,243,2026-01-02T09:27:53.512354,success,medium
FLOW_001206,DEV_00005,DEV_00015,192.168.160.163,192.168.243.55,60863,53,DNS,18411300,44021123,805,2292,2025-12-29T05:27:53.512392,success,low
FLOW_001207,DEV_00016,DEV_00209,192.168.137.181,192.168.87.254,0,0,ICMP,19673237,19147209,8885,2841,2025-12-28T02:27:53.512436,success,low
FLOW_001208,DEV_00125,DEV_00241,192.168.124.27,192.168.247.88,0,0,ICMP,38773576,33077220,3065,583,2025-12-28T02:27:53.512474,blocked,low
FLOW_001209,DEV_00073,DEV_00193,192.168.168.66,192.168.120.68,0,0,ICMP,23895601,21230993,1854,867,2025-12-27T02:27:53.512511,success,medium
FLOW_001210,DEV_00013,DEV_00111,192.168.114.170,192.168.70.201,0,0,ICMP,15784626,28747225,8130,2223,2025-12-27T17:27:53.512548,blocked,low
FLOW_001211,DEV_00203,DEV_00290,192.168.215.15,192.168.118.230,63469,123,UDP,35694572,1140545,543,1058,2025-12-31T04:27:53.512592,success,low
FLOW_001212,DEV_00212,DEV_00217,192.168.121.33,192.168.248.123,0,0,ICMP,49530083,32186050,4364,403,2025-12-29T12:27:53.512631,success,medium
FLOW_001213,DEV_00205,DEV_00117,192.168.90.89,192.168.185.161,22842,8080,TCP,11318476,38593562,7256,1970,2025-12-29T10:27:53.512670,success,low
FLOW_001214,DEV_00003,DEV_00264,192.168.132.152,192.168.92.199,50129,5432,TCP,16982756,5333319,6069,1800,2025-12-31T19:27:53.512708,success,medium
FLOW_001215,DEV_00195,DEV_00036,192.168.147.231,192.168.141.241,36348,8443,TCP,7936578,6843692,5038,1584,2026-01-02T09:27:53.512752,blocked,medium
FLOW_001216,DEV_00265,DEV_00086,192.168.20.187,192.168.102.66,50067,53,DNS,22337120,22930871,5577,2906,2025-12-26T23:27:53.512791,success,high
FLOW_001217,DEV_00090,DEV_00205,192.168.49.240,192.168.90.89,34221,161,UDP,15534064,33543248,7416,367,2025-12-30T20:27:53.512830,blocked,low
FLOW_001218,DEV_00140,DEV_00163,192.168.236.16,192.168.119.95,0,0,ICMP,45269537,27532949,6956,118,2026-01-02T14:27:53.512872,success,low
FLOW_001219,DEV_00212,DEV_00071,192.168.121.33,192.168.77.58,51842,123,UDP,14800724,35075174,6177,3277,2025-12-27T10:27:53.512915,success,low
FLOW_001220,DEV_00051,DEV_00229,192.168.203.36,192.168.29.34,53311,514,UDP,15552851,35908664,6033,2696,2026-01-02T02:27:53.512968,blocked,low
FLOW_001221,DEV_00231,DEV_00011,192.168.4.181,192.168.90.2,2949,514,UDP,38492854,5706615,6668,2798,2025-12-29T20:27:53.513023,success,low
FLOW_001222,DEV_00133,DEV_00010,192.168.178.236,192.168.30.196,54517,514,UDP,42168938,16903318,9217,1115,2025-12-31T16:27:53.513062,blocked,high
FLOW_001223,DEV_00018,DEV_00008,192.168.206.243,192.168.111.25,54139,53,DNS,38279833,22194315,9453,1374,2026-01-01T09:27:53.513105,success,low
FLOW_001224,DEV_00131,DEV_00147,192.168.209.173,192.168.253.221,38777,53,DNS,19708878,9273751,1395,3039,2025-12-28T15:27:53.513148,blocked,low
FLOW_001225,DEV_00223,DEV_00067,192.168.70.160,192.168.173.29,12070,53,DNS,804120,7532800,6807,3042,2026-01-01T23:27:53.513187,success,low
FLOW_001226,DEV_00237,DEV_00298,192.168.213.163,192.168.54.108,0,0,ICMP,39263859,12356491,3847,1283,2026-01-01T10:27:53.513233,blocked,medium
FLOW_001227,DEV_00084,DEV_00218,192.168.16.213,192.168.188.64,0,0,ICMP,48213248,6113475,766,218,2026-01-01T17:27:53.513272,success,low
FLOW_001228,DEV_00053,DEV_00066,192.168.133.89,192.168.82.42,0,0,ICMP,30096519,27181585,1237,3022,2025-12-31T03:27:53.513309,success,low
FLOW_001229,DEV_00290,DEV_00155,192.168.118.230,192.168.236.53,0,0,ICMP,11658937,41977588,4027,1284,2025-12-29T23:27:53.513348,success,medium
FLOW_001230,DEV_00278,DEV_00104,192.168.59.241,192.168.142.106,12098,514,UDP,31666890,47844814,5895,3521,2025-12-29T09:27:53.513389,success,low
FLOW_001231,DEV_00107,DEV_00025,192.168.15.164,192.168.134.157,59040,161,UDP,25391216,18382483,7486,2913,2025-12-28T16:27:53.513430,success,low
FLOW_001232,DEV_00067,DEV_00034,192.168.173.29,192.168.129.96,3482,53,DNS,4897994,48421352,43,1998,2025-12-27T13:27:53.513468,success,critical
FLOW_001233,DEV_00154,DEV_00207,192.168.74.161,192.168.154.206,0,0,ICMP,47819459,43596423,1348,423,2025-12-27T11:27:53.513505,blocked,low
FLOW_001234,DEV_00235,DEV_00186,192.168.141.1,192.168.127.226,0,0,ICMP,32848059,14286617,8467,2239,2025-12-26T18:27:53.513544,success,high
FLOW_001235,DEV_00255,DEV_00248,192.168.19.14,192.168.150.217,0,0,ICMP,30768923,317650,935,1921,2025-12-27T17:27:53.513581,success,low
FLOW_001236,DEV_00125,DEV_00089,192.168.124.27,192.168.251.77,0,0,ICMP,10524389,5808115,9101,3393,2026-01-02T09:27:53.513617,success,low
FLOW_001237,DEV_00248,DEV_00294,192.168.150.217,192.168.196.220,27834,8443,TCP,27644572,48856217,329,608,2025-12-27T22:27:53.513655,success,high
FLOW_001238,DEV_00282,DEV_00111,192.168.199.181,192.168.70.201,0,0,ICMP,27505821,20631972,6604,3105,2025-12-28T01:27:53.513697,success,low
FLOW_001239,DEV_00008,DEV_00098,192.168.111.25,192.168.235.63,55547,53,DNS,29998968,3130268,4039,1997,2025-12-28T03:27:53.513737,success,low
FLOW_001240,DEV_00214,DEV_00224,192.168.129.31,192.168.200.68,3421,162,UDP,47399166,2357159,9359,2109,2025-12-31T04:27:53.513775,success,low
FLOW_001241,DEV_00223,DEV_00253,192.168.70.160,192.168.230.167,0,0,ICMP,27472186,45910261,2893,2522,2025-12-29T08:27:53.513815,success,medium
FLOW_001242,DEV_00138,DEV_00176,192.168.222.31,192.168.129.83,29967,53,DNS,28660316,31601065,6484,1477,2025-12-30T18:27:53.513858,success,low
FLOW_001243,DEV_00053,DEV_00230,192.168.133.89,192.168.221.176,0,0,ICMP,38748408,23489878,67,3519,2026-01-02T06:27:53.513896,success,low
FLOW_001244,DEV_00077,DEV_00032,192.168.48.240,192.168.36.224,64919,123,UDP,26655869,41034242,3708,239,2025-12-31T09:27:53.513933,success,medium
FLOW_001245,DEV_00131,DEV_00178,192.168.209.173,192.168.91.240,61736,161,UDP,29749554,14943939,3967,42,2025-12-27T04:27:53.513985,blocked,medium
FLOW_001246,DEV_00237,DEV_00133,192.168.213.163,192.168.178.236,25999,3306,TCP,22482334,5807793,7099,2110,2025-12-30T01:27:53.514064,success,low
FLOW_001247,DEV_00246,DEV_00189,192.168.248.142,192.168.250.49,23476,139,TCP,13428964,32359168,9426,2432,2026-01-02T10:27:53.514125,success,medium
FLOW_001248,DEV_00108,DEV_00206,192.168.231.223,192.168.220.57,62018,53,DNS,13027443,9127107,8080,1780,2025-12-31T05:27:53.514189,success,low
FLOW_001249,DEV_00182,DEV_00206,192.168.203.164,192.168.220.57,63051,514,UDP,15494048,31229415,2300,3222,2025-12-31T08:27:53.514240,success,low
FLOW_001250,DEV_00297,DEV_00107,192.168.221.67,192.168.15.164,16298,3306,TCP,48148075,31644284,881,29,2025-12-27T21:27:53.514281,success,low
FLOW_001251,DEV_00129,DEV_00018,192.168.193.181,192.168.206.243,30238,53,UDP,17924731,13255018,3140,956,2025-12-31T14:27:53.514322,success,low
FLOW_001252,DEV_00264,DEV_00108,192.168.92.199,192.168.231.223,0,0,ICMP,42588548,5535877,2105,1475,2025-12-26T19:27:53.514360,success,low
FLOW_001253,DEV_00138,DEV_00239,192.168.222.31,192.168.238.163,7644,514,UDP,35149360,47705380,6099,3084,2026-01-01T11:27:53.514397,success,low
FLOW_001254,DEV_00277,DEV_00009,192.168.193.31,192.168.154.80,25241,53,DNS,20613472,20297292,2370,393,2025-12-29T18:27:53.514437,success,low
FLOW_001255,DEV_00238,DEV_00081,192.168.66.157,192.168.3.67,2997,53,DNS,13841881,47868078,2393,2578,2025-12-28T21:27:53.514477,success,high
FLOW_001256,DEV_00220,DEV_00269,192.168.243.233,192.168.226.12,0,0,ICMP,17654694,48709572,2185,2156,2025-12-27T18:27:53.514514,success,medium
FLOW_001257,DEV_00234,DEV_00241,192.168.115.23,192.168.247.88,14866,53,UDP,46532430,24984357,384,975,2025-12-31T22:27:53.514552,success,low
FLOW_001258,DEV_00216,DEV_00177,192.168.2.116,192.168.92.197,0,0,ICMP,45696896,45966186,499,524,2025-12-30T04:27:53.514593,success,low
FLOW_001259,DEV_00269,DEV_00208,192.168.226.12,192.168.120.78,43375,445,TCP,14975711,19976015,8107,1711,2025-12-28T16:27:53.514633,success,low
FLOW_001260,DEV_00273,DEV_00220,192.168.42.166,192.168.243.233,37692,514,UDP,24050231,48597589,1468,2994,2026-01-02T16:27:53.514671,success,low
FLOW_001261,DEV_00241,DEV_00196,192.168.247.88,192.168.11.109,7784,161,UDP,23653938,37982342,6570,992,2025-12-28T23:27:53.514713,success,low
FLOW_001262,DEV_00117,DEV_00133,192.168.185.161,192.168.178.236,0,0,ICMP,484805,13493183,9124,2306,2025-12-29T23:27:53.514751,success,medium
FLOW_001263,DEV_00223,DEV_00189,192.168.70.160,192.168.250.49,31821,53,UDP,34463702,32923729,3568,129,2026-01-02T03:27:53.514788,success,medium
FLOW_001264,DEV_00075,DEV_00241,192.168.247.141,192.168.247.88,45030,162,UDP,14861178,45828494,2758,1438,2025-12-29T13:27:53.514827,success,low
FLOW_001265,DEV_00096,DEV_00088,192.168.237.116,192.168.247.170,61194,514,UDP,30334485,17978679,9255,876,2025-12-27T07:27:53.514864,timeout,low
FLOW_001266,DEV_00050,DEV_00065,192.168.89.182,192.168.103.129,1704,5432,TCP,36823775,34856262,7068,1624,2026-01-02T11:27:53.514901,success,low
FLOW_001267,DEV_00079,DEV_00213,192.168.173.194,192.168.202.228,0,0,ICMP,37421377,38320584,3249,2722,2025-12-28T16:27:53.514938,success,low
FLOW_001268,DEV_00144,DEV_00047,192.168.5.32,192.168.174.116,53122,53,DNS,41363323,45023121,390,2456,2025-12-31T14:27:53.514985,success,high
FLOW_001269,DEV_00188,DEV_00288,192.168.87.153,192.168.58.156,19738,8080,TCP,32939976,16570943,4464,1715,2025-12-29T01:27:53.515038,timeout,medium
FLOW_001270,DEV_00253,DEV_00110,192.168.230.167,192.168.191.250,29891,514,UDP,3822579,49942536,5344,536,2025-12-28T08:27:53.515077,blocked,low
FLOW_001271,DEV_00224,DEV_00177,192.168.200.68,192.168.92.197,13566,445,TCP,36394600,20330254,7372,1813,2026-01-01T17:27:53.515122,success,high
FLOW_001272,DEV_00122,DEV_00229,192.168.123.150,192.168.29.34,0,0,ICMP,23807653,2912360,9942,3357,2025-12-29T09:27:53.515159,success,low
FLOW_001273,DEV_00203,DEV_00081,192.168.215.15,192.168.3.67,0,0,ICMP,16089024,3025287,8390,3525,2025-12-27T14:27:53.515196,success,medium
FLOW_001274,DEV_00202,DEV_00085,192.168.223.96,192.168.24.231,0,0,ICMP,20009967,15582400,5880,1029,2025-12-28T01:27:53.515236,success,low
FLOW_001275,DEV_00096,DEV_00053,192.168.237.116,192.168.133.89,0,0,ICMP,15779709,33850072,7413,261,2026-01-02T15:27:53.515276,success,low
FLOW_001276,DEV_00159,DEV_00216,192.168.43.95,192.168.2.116,0,0,ICMP,46523,20109602,9634,3287,2026-01-02T01:27:53.515315,success,low
FLOW_001277,DEV_00236,DEV_00221,192.168.85.144,192.168.203.10,49630,80,TCP,28590438,5440198,3061,727,2026-01-01T11:27:53.515355,blocked,low
FLOW_001278,DEV_00295,DEV_00208,192.168.102.57,192.168.120.78,0,0,ICMP,36993803,27432547,8246,2913,2026-01-01T23:27:53.515396,success,high
FLOW_001279,DEV_00155,DEV_00063,192.168.236.53,192.168.12.103,0,0,ICMP,14418929,14540914,6118,537,2025-12-27T21:27:53.515433,success,medium
FLOW_001280,DEV_00052,DEV_00116,192.168.184.185,192.168.127.38,0,0,ICMP,1739031,11230786,9613,1388,2025-12-28T13:27:53.515470,success,low
FLOW_001281,DEV_00016,DEV_00037,192.168.137.181,192.168.204.160,20311,161,UDP,31252546,6353758,8889,380,2025-12-29T17:27:53.515510,success,low
FLOW_001282,DEV_00047,DEV_00153,192.168.174.116,192.168.45.196,60881,8443,TCP,41974836,48588485,6132,149,2025-12-29T21:27:53.515548,success,low
FLOW_001283,DEV_00114,DEV_00297,192.168.143.132,192.168.221.67,29730,53,DNS,33666357,29064914,8078,315,2025-12-28T13:27:53.515586,success,low
FLOW_001284,DEV_00076,DEV_00106,192.168.233.197,192.168.145.63,55784,514,UDP,48009004,24537806,292,2009,2026-01-01T15:27:53.515624,success,low
FLOW_001285,DEV_00113,DEV_00107,192.168.2.242,192.168.15.164,50989,123,UDP,18753573,38687520,5793,669,2026-01-01T06:27:53.515661,success,medium
FLOW_001286,DEV_00136,DEV_00022,192.168.191.198,192.168.78.204,55212,3306,TCP,32078169,45380622,1206,1930,2025-12-28T10:27:53.515698,success,low
FLOW_001287,DEV_00230,DEV_00131,192.168.221.176,192.168.209.173,27200,80,TCP,4583184,46339169,2980,1698,2026-01-01T07:27:53.515736,success,low
FLOW_001288,DEV_00199,DEV_00190,192.168.147.156,192.168.141.216,21864,445,TCP,45216323,6261518,2762,452,2026-01-01T10:27:53.515773,success,low
FLOW_001289,DEV_00278,DEV_00042,192.168.59.241,192.168.74.92,48856,443,TCP,44840542,47677968,3778,3584,2025-12-27T03:27:53.515810,blocked,high
FLOW_001290,DEV_00094,DEV_00168,192.168.39.77,192.168.43.116,0,0,ICMP,38977542,48361652,2232,244,2025-12-29T03:27:53.515848,success,low
FLOW_001291,DEV_00175,DEV_00222,192.168.99.36,192.168.98.32,2345,3389,TCP,47237540,25964726,1775,2338,2025-12-29T09:27:53.515893,blocked,low
FLOW_001292,DEV_00016,DEV_00178,192.168.137.181,192.168.91.240,5290,123,UDP,3285292,14572947,6927,25,2025-12-28T04:27:53.515931,success,medium
FLOW_001293,DEV_00286,DEV_00007,192.168.133.179,192.168.187.25,0,0,ICMP,2852303,36313736,1244,2834,2025-12-27T04:27:53.515975,success,low
FLOW_001294,DEV_00283,DEV_00121,192.168.202.87,192.168.173.128,0,0,ICMP,17690807,18823428,9283,3586,2025-12-29T22:27:53.516022,success,low
FLOW_001295,DEV_00171,DEV_00258,192.168.32.4,192.168.57.35,55267,443,TCP,46460292,30650968,4307,1395,2025-12-29T11:27:53.516062,success,low
FLOW_001296,DEV_00280,DEV_00179,192.168.177.206,192.168.80.45,17925,443,TCP,40828367,18399982,1290,1250,2026-01-01T04:27:53.516100,success,low
FLOW_001297,DEV_00184,DEV_00234,192.168.85.191,192.168.115.23,29275,53,DNS,21219658,12786659,8753,1179,2025-12-28T20:27:53.516138,success,low
