event_id,device_id,resource_id,access_type,outcome,timestamp,data_size_bytes
RACCESS_000790,DEV_00108,RES_0061,delete,allowed,2025-12-30T21:27:53.718669,651936237
RACCESS_000791,DEV_00050,RES_0016,write,allowed,2025-12-30T09:27:53.718678,197063898
RACCESS_000792,DEV_00157,RES_0072,read,allowed,2025-12-28T04:27:53.718685,358789794
RACCESS_000793,DEV_00205,RES_0014,delete,allowed,2025-12-30T06:27:53.718694,702729412
RACCESS_000794,DEV_00273,RES_0043,delete,allowed,2025-12-31T07:27:53.718702,881929100
RACCESS_000795,DEV_00283,RES_0072,write,allowed,2026-01-01T19:27:53.718713,457319165
RACCESS_000796,DEV_00061,RES_0022,execute,denied,2026-01-01T04:27:53.718722,320053364
RACCESS_000797,DEV_00093,RES_0048,write,denied,2026-01-01T20:27:53.718730,70896151
RACCESS_000798,DEV_00165,RES_0002,execute,allowed,2025-12-28T00:27:53.718738,608784453
RACCESS_000799,DEV_00065,RES_0026,write,allowed,2026-01-01T10:27:53.718747,960674513
RACCESS_000800,DEV_00250,RES_0014,read,allowed,2025-12-28T18:27:53.718755,339934550
RACCESS_000801,DEV_00108,RES_0004,read,denied,2025-12-28T12:27:53.718763,60861534
RACCESS_000802,DEV_00170,RES_0045,execute,allowed,2026-01-01T14:27:53.718771,295595482
RACCESS_000803,DEV_00126,RES_0002,write,allowed,2025-12-29T12:27:53.718779,485767665
RACCESS_000804,DEV_00293,RES_0015,write,allowed,2025-12-30T18:27:53.718788,8617578
RACCESS_000805,DEV_00144,RES_0018,write,allowed,2025-12-31T21:27:53.718796,27947310
RACCESS_000806,DEV_00022,RES_0077,delete,allowed,2026-01-02T07:27:53.718805,997698252
RACCESS_000807,DEV_00261,RES_0037,write,allowed,2025-12-27T07:27:53.718813,502640922
RACCESS_000808,DEV_00209,RES_0060,execute,allowed,2025-12-29T07:27:53.718822,267550783
RACCESS_000809,DEV_00118,RES_0026,read,allowed,2025-12-29T21:27:53.718833,446187083
RACCESS_000810,DEV_00093,RES_0010,write,allowed,2025-12-30T18:27:53.718841,88916047
RACCESS_000811,DEV_00160,RES_0001,delete,allowed,2025-12-29T01:27:53.718849,988582876
RACCESS_000812,DEV_00066,RES_0077,execute,allowed,2026-01-01T02:27:53.718857,658067050
RACCESS_000813,DEV_00036,RES_0051,read,allowed,2025-12-29T05:27:53.718865,631754142
RACCESS_000814,DEV_00113,RES_0035,execute,allowed,2025-12-30T09:27:53.718874,425198085
RACCESS_000815,DEV_00130,RES_0070,execute,allowed,2025-12-28T08:27:53.718888,200360874
RACCESS_000816,DEV_00029,RES_0060,delete,allowed,2026-01-01T02:27:53.718897,63936131
RACCESS_000817,DEV_00256,RES_0043,execute,allowed,2025-12-27T00:27:53.718905,834444282
RACCESS_000818,DEV_00197,RES_0035,write,denied,2025-12-28T18:27:53.718913,86310667
RACCESS_000819,DEV_00163,RES_0026,read,allowed,2025-12-29T06:27:53.718921,204283628
RACCESS_000820,DEV_00058,RES_0062,delete,allowed,2026-01-01T14:27:53.718929,770473485
RACCESS_000821,DEV_00210,RES_0058,delete,allowed,2026-01-01T03:27:53.718937,130060939
RACCESS_000822,DEV_00278,RES_0023,execute,allowed,2025-12-27T16:27:53.718945,912653857
RACCESS_000823,DEV_00215,RES_0058,write,denied,2025-12-28T09:27:53.718953,340659622
RACCESS_000824,DEV_00098,RES_0013,execute,allowed,2025-12-30T13:27:53.718961,748205889
RACCESS_000825,DEV_00042,RES_0054,delete,allowed,2025-12-30T02:27:53.718969,791840438
RACCESS_000826,DEV_00193,RES_0002,read,allowed,2025-12-29T18:27:53.718983,296915918
RACCESS_000827,DEV_00054,RES_0047,execute,allowed,2026-01-01T10:27:53.718992,711306543
RACCESS_000828,DEV_00134,RES_0019,write,allowed,2026-01-01T05:27:53.719000,750795651
RACCESS_000829,DEV_00281,RES_0021,read,allowed,2025-12-28T02:27:53.719016,539839405
RACCESS_000830,DEV_00217,RES_0016,write,allowed,2025-12-30T05:27:53.719024,913990708
RACCESS_000831,DEV_00118,RES_0035,write,allowed,2025-12-31T07:27:53.719032,967852678
RACCESS_000832,DEV_00080,RES_0071,execute,denied,2025-12-28T10:27:53.719041,744649741
RACCESS_000833,DEV_00255,RES_0027,write,allowed,2025-12-27T17:27:53.719049,681727244
RACCESS_000834,DEV_00199,RES_0006,write,denied,2025-12-27T07:27:53.719061,302265707
RACCESS_000835,DEV_00254,RES_0045,delete,allowed,2025-12-27T05:27:53.719069,262779657
RACCESS_000836,DEV_00155,RES_0033,write,allowed,2025-12-28T05:27:53.719077,46909100
RACCESS_000837,DEV_00051,RES_0076,delete,allowed,2025-12-27T02:27:53.719086,303207774
RACCESS_000838,DEV_00188,RES_0009,execute,allowed,2026-01-02T11:27:53.719094,750825223
RACCESS_000839,DEV_00056,RES_0062,read,allowed,2025-12-30T16:27:53.719115,878473863
RACCESS_000840,DEV_00258,RES_0074,delete,allowed,2025-12-30T07:27:53.719124,58062914
RACCESS_000841,DEV_00191,RES_0031,execute,allowed,2025-12-31T03:27:53.719135,462982913
RACCESS_000842,DEV_00008,RES_0056,execute,allowed,2025-12-29T02:27:53.719143,244756012
RACCESS_000843,DEV_00228,RES_0036,read,allowed,2025-12-30T05:27:53.719152,612047396
RACCESS_000844,DEV_00224,RES_0032,execute,allowed,2026-01-01T05:27:53.719161,872042795
RACCESS_000845,DEV_00035,RES_0042,execute,denied,2025-12-30T15:27:53.719169,577434664
RACCESS_000846,DEV_00170,RES_0048,execute,allowed,2025-12-30T17:27:53.719177,453319896
RACCESS_000847,DEV_00145,RES_0027,execute,allowed,2025-12-31T09:27:53.719185,4377888
RACCESS_000848,DEV_00226,RES_0000,read,allowed,2025-12-29T08:27:53.719194,447994821
RACCESS_000849,DEV_00031,RES_0046,write,allowed,2025-12-29T07:27:53.719203,788645318
RACCESS_000850,DEV_00053,RES_0017,delete,allowed,2025-12-31T14:27:53.719211,944863498
RACCESS_000851,DEV_00012,RES_0042,write,allowed,2025-12-30T20:27:53.719219,762104410
RACCESS_000852,DEV_00014,RES_0072,read,allowed,2026-01-01T20:27:53.719227,779123149
RACCESS_000853,DEV_00231,RES_0001,execute,allowed,2025-12-31T06:27:53.719236,341249519
RACCESS_000854,DEV_00152,RES_0065,read,allowed,2026-01-02T11:27:53.719247,928920036
RACCESS_000855,DEV_00083,RES_0011,read,allowed,2026-01-02T09:27:53.719255,943576919
RACCESS_000856,DEV_00045,RES_0040,delete,allowed,2026-01-01T14:27:53.719263,430587549
RACCESS_000857,DEV_00251,RES_0024,write,allowed,2025-12-27T11:27:53.719271,968132413
RACCESS_000858,DEV_00234,RES_0000,delete,allowed,2025-12-28T04:27:53.719279,209224453
RACCESS_000859,DEV_00164,RES_0052,write,allowed,2025-12-28T16:27:53.719288,50690285
RACCESS_000860,DEV_00110,RES_0051,read,allowed,2025-12-27T11:27:53.719296,236798683
RACCESS_000861,DEV_00077,RES_0064,execute,allowed,2026-01-01T05:27:53.719305,340340481
RACCESS_000862,DEV_00240,RES_0054,execute,allowed,2025-12-26T16:27:53.719313,194171919
RACCESS_000863,DEV_00208,RES_0034,write,allowed,2025-12-27T08:27:53.719321,729803883
RACCESS_000864,DEV_00255,RES_0075,execute,allowed,2026-01-01T05:27:53.719329,361161967
RACCESS_000865,DEV_00156,RES_0016,read,denied,2026-01-01T17:27:53.719337,820871272
RACCESS_000866,DEV_00061,RES_0053,delete,allowed,2025-12-30T03:27:53.719348,610748266
RACCESS_000867,DEV_00286,RES_0021,execute,allowed,2025-12-30T09:27:53.719357,743976546
RACCESS_000868,DEV_00151,RES_0040,read,allowed,2025-12-31T10:27:53.719365,930618892
RACCESS_000869,DEV_00238,RES_0046,delete,allowed,2026-01-02T02:27:53.719375,295861929
RACCESS_000870,DEV_00173,RES_0015,read,allowed,2026-01-01T12:27:53.719383,960824678
RACCESS_000871,DEV_00006,RES_0010,read,allowed,2025-12-28T00:27:53.719391,993244142
RACCESS_000872,DEV_00238,RES_0021,execute,allowed,2026-01-02T12:27:53.719399,376979920
RACCESS_000873,DEV_00158,RES_0057,read,allowed,2025-12-31T15:27:53.719413,635568846
RACCESS_000874,DEV_00065,RES_0048,execute,allowed,2025-12-27T10:27:53.719421,401553029
RACCESS_000875,DEV_00261,RES_0009,write,allowed,2026-01-02T15:27:53.719430,204763810
RACCESS_000876,DEV_00297,RES_0034,execute,allowed,2026-01-01T13:27:53.719438,832036233
RACCESS_000877,DEV_00095,RES_0042,delete,allowed,2025-12-28T10:27:53.719446,49059489
RACCESS_000878,DEV_00254,RES_0044,read,allowed,2025-12-27T00:27:53.719454,855957461
RACCESS_000879,DEV_00254,RES_0053,execute,allowed,2026-01-02T02:27:53.719462,164567731
RACCESS_000880,DEV_00273,RES_0051,execute,allowed,2026-01-01T16:27:53.719471,445824956
RACCESS_000881,DEV_00016,RES_0058,write,allowed,2025-12-27T11:27:53.719479,991600522
RACCESS_000882,DEV_00268,RES_0046,read,allowed,2025-12-28T15:27:53.719487,570807444
RACCESS_000883,DEV_00288,RES_0017,delete,allowed,2025-12-29T05:27:53.719495,112560358
RACCESS_000884,DEV_00095,RES_0069,write,allowed,2025-12-30T12:27:53.719503,52788886
RACCESS_000885,DEV_00267,RES_0019,execute,allowed,2026-01-01T07:27:53.719512,474358487
RACCESS_000886,DEV_00149,RES_0004,execute,allowed,2026-01-02T05:27:53.719520,571925172
RACCESS_000887,DEV_00270,RES_0057,read,allowed,2025-12-30T14:27:53.719528,614720053
RACCESS_000888,DEV_00042,RES_0052,read,allowed,2025-12-31T16:27:53.719537,18666734
RACCESS_000889,DEV_00078,RES_0061,delete,allowed,2025-12-28T09:27:53.719545,630488187
RACCESS_000890,DEV_00132,RES_0024,write,allowed,2025-12-29T21:27:53.719553,49844257
RACCESS_000891,DEV_00016,RES_0004,delete,allowed,2025-12-29T13:27:53.719561,360789187
RACCESS_000892,DEV_00220,RES_0000,execute,allowed,2025-12-30T00:27:53.719570,283050616
RACCESS_000893,DEV_00096,RES_0022,write,allowed,2025-12-29T01:27:53.719581,9147028
RACCESS_000894,DEV_00214,RES_0075,delete,allowed,2025-12-30T12:27:53.719590,476112341
RACCESS_000895,DEV_00069,RES_0074,execute,allowed,2025-12-31T08:27:53.719598,169051957
RACCESS_000896,DEV_00054,RES_0042,write,allowed,2025-12-27T12:27:53.719606,387392464
RACCESS_000897,DEV_00294,RES_0050,read,allowed,2025-12-28T21:27:53.719614,672445137
RACCESS_000898,DEV_00019,RES_0065,delete,allowed,2025-12-27T21:27:53.719622,789680581
RACCESS_000899,DEV_00058,RES_0071,write,allowed,2025-12-27T06:27:53.719630,858825143
RACCESS_000900,DEV_00008,RES_0075,delete,allowed,2025-12-31T18:27:53.719639,398415416
RACCESS_000901,DEV_00158,RES_0061,write,allowed,2025-12-31T12:27:53.719647,229838369
RACCESS_000902,DEV_00018,RES_0025,delete,allowed,2025-12-30T15:27:53.719655,893085402
RACCESS_000903,DEV_00003,RES_0075,delete,allowed,2025-12-28T07:27:53.719663,612582345
RACCESS_000904,DEV_00152,RES_0031,execute,denied,2025-12-29T05:27:53.719671,762231738
RACCESS_000905,DEV_00152,RES_0063,read,allowed,2025-12-28T15:27:53.719683,104480191
RACCESS_000906,DEV_00297,RES_0073,execute,allowed,2026-01-02T05:27:53.719691,468858308
RACCESS_000907,DEV_00185,RES_0061,read,allowed,2025-12-31T07:27:53.719700,20352976
RACCESS_000908,DEV_00258,RES_0003,write,allowed,2025-12-28T06:27:53.719708,513976660
RACCESS_000909,DEV_00272,RES_0040,write,allowed,2026-01-01T06:27:53.719716,777362105
RACCESS_000910,DEV_00137,RES_0039,read,allowed,2025-12-27T16:27:53.719725,362433711
RACCESS_000911,DEV_00099,RES_0047,read,allowed,2025-12-28T17:27:53.719733,133868928
RACCESS_000912,DEV_00062,RES_0070,write,allowed,2025-12-31T01:27:53.719744,128757055
RACCESS_000913,DEV_00228,RES_0018,write,allowed,2026-01-01T23:27:53.719753,219252000
RACCESS_000914,DEV_00065,RES_0069,read,allowed,2026-01-01T14:27:53.719761,644288633
RACCESS_000915,DEV_00172,RES_0077,delete,denied,2025-12-28T03:27:53.719769,685477357
RACCESS_000916,DEV_00243,RES_0032,delete,allowed,2025-12-31T12:27:53.719777,272900053
RACCESS_000917,DEV_00212,RES_0056,read,allowed,2025-12-28T22:27:53.719788,216394471
RACCESS_000918,DEV_00202,RES_0034,read,denied,2026-01-02T01:27:53.719797,188077282
RACCESS_000919,DEV_00094,RES_0049,delete,allowed,2025-12-31T20:27:53.719805,799215874
RACCESS_000920,DEV_00003,RES_0079,delete,denied,2025-12-30T16:27:53.719812,756804331
RACCESS_000921,DEV_00201,RES_0010,read,allowed,2025-12-28T06:27:53.719821,159766894
RACCESS_000922,DEV_00112,RES_0072,delete,allowed,2025-12-28T16:27:53.719829,920514848
RACCESS_000923,DEV_00065,RES_0013,read,allowed,2025-12-26T23:27:53.719837,988343112
RACCESS_000924,DEV_00036,RES_0071,delete,denied,2025-12-28T13:27:53.719845,336312763
RACCESS_000925,DEV_00124,RES_0004,execute,allowed,2026-01-02T12:27:53.719853,277846519
RACCESS_000926,DEV_00257,RES_0051,read,allowed,2026-01-02T03:27:53.719862,823235038
RACCESS_000927,DEV_00144,RES_0009,write,denied,2025-12-27T08:27:53.719870,790321540
RACCESS_000928,DEV_00072,RES_0042,read,denied,2025-12-27T10:27:53.719878,596798213
RACCESS_000929,DEV_00122,RES_0022,read,denied,2025-12-30T23:27:53.719886,754114698
RACCESS_000930,DEV_00142,RES_0046,execute,denied,2025-12-26T23:27:53.719894,599528516
RACCESS_000931,DEV_00217,RES_0027,read,allowed,2025-12-27T18:27:53.719903,914093660
RACCESS_000932,DEV_00250,RES_0000,delete,allowed,2026-01-01T20:27:53.719914,867718803
RACCESS_000933,DEV_00050,RES_0046,read,allowed,2025-12-29T05:27:53.719922,626828375
RACCESS_000934,DEV_00174,RES_0040,write,allowed,2026-01-01T19:27:53.719930,574776315
RACCESS_000935,DEV_00051,RES_0013,write,denied,2025-12-29T12:27:53.719938,268974880
RACCESS_000936,DEV_00268,RES_0071,read,allowed,2025-12-27T23:27:53.719946,933691020
RACCESS_000937,DEV_00276,RES_0076,read,allowed,2025-12-28T18:27:53.719957,528844624
RACCESS_000938,DEV_00121,RES_0002,write,allowed,2025-12-31T19:27:53.719965,193491173
RACCESS_000939,DEV_00270,RES_0018,read,allowed,2026-01-02T15:27:53.719978,148272293
RACCESS_000940,DEV_00061,RES_0044,write,allowed,2025-12-28T02:27:53.719991,327185131
RACCESS_000941,DEV_00063,RES_0058,read,allowed,2026-01-01T08:27:53.720000,946256154
RACCESS_000942,DEV_00084,RES_0042,execute,denied,2025-12-29T00:27:53.720017,486496843
RACCESS_000943,DEV_00048,RES_0065,delete,allowed,2025-12-30T10:27:53.720026,117367580
RACCESS_000944,DEV_00233,RES_0063,write,allowed,2025-12-31T09:27:53.720035,424265499
RACCESS_000945,DEV_00007,RES_0061,read,allowed,2025-12-27T12:27:53.720043,760494930
RACCESS_000946,DEV_00268,RES_0058,read,allowed,2025-12-28T21:27:53.720051,895357157
RACCESS_000947,DEV_00272,RES_0033,delete,allowed,2025-12-26T22:27:53.720059,773564631
RACCESS_000948,DEV_00209,RES_0059,execute,allowed,2026-01-01T10:27:53.720067,803593681
RACCESS_000949,DEV_00145,RES_0015,write,allowed,2025-12-27T04:27:53.720075,184969833
RACCESS_000950,DEV_00108,RES_0023,write,allowed,2025-12-27T11:27:53.720083,321872595
RACCESS_000951,DEV_00253,RES_0068,read,allowed,2026-01-02T06:27:53.720094,53040260
RACCESS_000952,DEV_00181,RES_0003,execute,allowed,2025-12-29T20:27:53.720103,892483977
RACCESS_000953,DEV_00193,RES_0051,write,allowed,2025-12-30T05:27:53.720111,462108508
RACCESS_000954,DEV_00265,RES_0067,read,allowed,2026-01-02T07:27:53.720119,621468932
RACCESS_000955,DEV_00252,RES_0026,delete,allowed,2025-12-31T17:27:53.720127,665059948
RACCESS_000956,DEV_00025,RES_0035,delete,allowed,2025-12-29T20:27:53.720136,528486148
RACCESS_000957,DEV_00109,RES_0016,execute,allowed,2025-12-31T14:27:53.720144,62925301
RACCESS_000958,DEV_00184,RES_0053,write,allowed,2025-12-27T09:27:53.720152,475301664
RACCESS_000959,DEV_00076,RES_0016,write,allowed,2025-12-27T12:27:53.720160,836243259
RACCESS_000960,DEV_00049,RES_0034,delete,allowed,2025-12-26T18:27:53.720168,576223225
RACCESS_000961,DEV_00265,RES_0032,delete,allowed,2025-12-31T10:27:53.720176,100268220
RACCESS_000962,DEV_00220,RES_0000,delete,allowed,2026-01-02T06:27:53.720185,670288580
RACCESS_000963,DEV_00056,RES_0024,write,allowed,2025-12-28T10:27:53.720193,496436344
RACCESS_000964,DEV_00088,RES_0050,write,allowed,2025-12-28T07:27:53.720201,490468708
RACCESS_000965,DEV_00179,RES_0006,delete,allowed,2026-01-01T03:27:53.720212,962710297
RACCESS_000966,DEV_00272,RES_0017,delete,denied,2025-12-29T18:27:53.720221,867539191
RACCESS_000967,DEV_00263,RES_0007,write,allowed,2025-12-28T19:27:53.720229,434276312
RACCESS_000968,DEV_00284,RES_0047,write,allowed,2025-12-28T14:27:53.720237,166258595
RACCESS_000969,DEV_00178,RES_0013,read,allowed,2025-12-29T05:27:53.720252,469669358
RACCESS_000970,DEV_00153,RES_0011,execute,allowed,2025-12-27T20:27:53.720261,346445725
RACCESS_000971,DEV_00190,RES_0011,delete,allowed,2025-12-31T06:27:53.720292,642090239
RACCESS_000972,DEV_00144,RES_0044,write,allowed,2025-12-31T21:27:53.720301,222648626
RACCESS_000973,DEV_00269,RES_0046,write,allowed,2025-12-29T07:27:53.720310,933510349
RACCESS_000974,DEV_00064,RES_0009,read,allowed,2025-12-29T18:27:53.720318,372481344
RACCESS_000975,DEV_00237,RES_0072,delete,allowed,2025-12-31T01:27:53.720326,846932417
RACCESS_000976,DEV_00142,RES_0013,write,allowed,2025-12-31T23:27:53.720334,444369427
RACCESS_000977,DEV_00085,RES_0065,write,allowed,2026-01-01T11:27:53.720343,660604290
RACCESS_000978,DEV_00179,RES_0052,delete,allowed,2025-12-29T21:27:53.720351,742618259
RACCESS_000979,DEV_00209,RES_0000,write,allowed,2025-12-29T15:27:53.720359,131488970
RACCESS_000980,DEV_00253,RES_0024,execute,allowed,2025-12-30T22:27:53.720367,69073694
RACCESS_000981,DEV_00246,RES_0050,delete,allowed,2026-01-02T15:27:53.720375,519291171
RACCESS_000982,DEV_00230,RES_0076,delete,allowed,2025-12-31T20:27:53.720383,2733839
RACCESS_000983,DEV_00026,RES_0024,write,allowed,2025-12-28T05:27:53.720391,701552426
RACCESS_000984,DEV_00195,RES_0048,write,allowed,2025-12-31T19:27:53.720399,85254991
RACCESS_000985,DEV_00211,RES_0072,execute,allowed,2026-01-02T00:27:53.720407,971684278
RACCESS_000986,DEV_00078,RES_0055,execute,allowed,2026-01-01T12:27:53.720415,994412217
RACCESS_000987,DEV_00243,RES_0027,write,allowed,2025-12-28T16:27:53.720423,648870808
RACCESS_000988,DEV_00252,RES_0012,write,denied,2026-01-02T10:27:53.720431,840422033
RACCESS_000989,DEV_00082,RES_0061,read,allowed,2026-01-01T18:27:53.720439,232380472
RACCESS_000990,DEV_00112,RES_0018,execute,allowed,2026-01-01T17:27:53.720450,583235051
RACCESS_000991,DEV_00251,RES_0024,execute,allowed,2025-12-29T16:27:53.720459,889368744
RACCESS_000992,DEV_00092,RES_0061,delete,allowed,2025-12-27T22:27:53.720467,795297476
RACCESS_000993,DEV_00205,RES_0006,read,allowed,2025-12-27T01:27:53.720475,118998993
RACCESS_000994,DEV_00078,RES_0038,read,allowed,2025-12-30T16:27:53.720484,291088698
RACCESS_000995,DEV_00234,RES_0079,execute,denied,2025-12-27T23:27:53.720492,168638703
RACCESS_000996,DEV_00132,RES_0069,write,allowed,2025-12-26T22:27:53.720500,87611607
RACCESS_000997,DEV_00230,RES_0033,delete,allowed,2025-12-28T16:27:53.720509,774069953
RACCESS_000998,DEV_00135,RES_0014,delete,allowed,2026-01-02T13:27:53.720517,836275515
RACCESS_000999,DEV_00107,RES_0012,delete,allowed,2025-12-30T09:27:53.720525,727841815
RACCESS_001000,DEV_00265,RES_0066,read,allowed,2026-01-01T19:27:53.720533,505701006
RACCESS_001001,DEV_00156,RES_0062,write,allowed,2025-12-29T11:27:53.720544,841809816
RACCESS_001002,DEV_00218,RES_0079,delete,allowed,2025-12-28T05:27:53.720553,867273238
RACCESS_001003,DEV_00108,RES_0036,delete,allowed,2025-12-28T01:27:53.720561,379268035
RACCESS_001004,DEV_00196,RES_0037,execute,allowed,2025-12-29T19:27:53.720569,264493978
RACCESS_001005,DEV_00218,RES_0040,delete,allowed,2026-01-02T15:27:53.720577,911773794
RACCESS_001006,DEV_00175,RES_0075,write,allowed,2025-12-28T04:27:53.720585,623109411
RACCESS_001007,DEV_00071,RES_0040,read,allowed,2025-12-27T11:27:53.720593,131594672
RACCESS_001008,DEV_00117,RES_0003,execute,allowed,2025-12-31T07:27:53.720602,110416566
RACCESS_001009,DEV_00094,RES_0076,write,denied,2025-12-30T01:27:53.720610,37160293
RACCESS_001010,DEV_00123,RES_0032,read,allowed,2025-12-30T04:27:53.720621,660559377
RACCESS_001011,DEV_00019,RES_0063,read,denied,2025-12-28T17:27:53.720629,92967317
RACCESS_001012,DEV_00183,RES_0011,delete,allowed,2025-12-29T19:27:53.720637,851947373
RACCESS_001013,DEV_00282,RES_0049,write,allowed,2025-12-28T11:27:53.720646,980127981
RACCESS_001014,DEV_00020,RES_0001,execute,denied,2025-12-28T07:27:53.720655,72633518
RACCESS_001015,DEV_00100,RES_0022,read,allowed,2026-01-01T12:27:53.720663,893761657
RACCESS_001016,DEV_00058,RES_0068,write,denied,2025-12-28T19:27:53.720671,650478744
RACCESS_001017,DEV_00279,RES_0038,read,allowed,2025-12-28T08:27:53.720680,150242169
RACCESS_001018,DEV_00252,RES_0029,delete,allowed,2025-12-27T06:27:53.720688,655042554
RACCESS_001019,DEV_00268,RES_0049,delete,allowed,2025-12-27T20:27:53.720698,626933199
RACCESS_001020,DEV_00274,RES_0074,write,allowed,2025-12-27T20:27:53.720707,382356206
RACCESS_001021,DEV_00269,RES_0023,delete,allowed,2025-12-30T07:27:53.720715,856334795
RACCESS_001022,DEV_00171,RES_0001,write,allowed,2025-12-29T02:27:53.720724,851546003
RACCESS_001023,DEV_00122,RES_0005,execute,denied,2025-12-31T04:27:53.720732,222823872
RACCESS_001024,DEV_00178,RES_0076,delete,allowed,2025-12-27T00:27:53.720740,905509562
RACCESS_001025,DEV_00178,RES_0009,write,denied,2025-12-31T19:27:53.720749,773187431
RACCESS_001026,DEV_00179,RES_0025,execute,allowed,2025-12-27T10:27:53.720757,944430870
RACCESS_001027,DEV_00265,RES_0039,write,denied,2025-12-27T20:27:53.720765,156035216
RACCESS_001028,DEV_00134,RES_0011,read,allowed,2026-01-01T07:27:53.720773,17671217
RACCESS_001029,DEV_00229,RES_0011,read,allowed,2025-12-27T00:27:53.720784,372009131
RACCESS_001030,DEV_00215,RES_0028,write,allowed,2025-12-28T03:27:53.720793,795149344
RACCESS_001031,DEV_00022,RES_0060,delete,allowed,2025-12-28T09:27:53.720801,409689616
RACCESS_001032,DEV_00143,RES_0036,write,allowed,2026-01-01T03:27:53.720809,922424316
RACCESS_001033,DEV_00296,RES_0025,write,allowed,2025-12-28T09:27:53.720821,886328073
RACCESS_001034,DEV_00159,RES_0020,write,allowed,2025-12-27T06:27:53.720830,262406375
RACCESS_001035,DEV_00046,RES_0005,delete,allowed,2025-12-27T17:27:53.720838,581236523
RACCESS_001036,DEV_00028,RES_0053,delete,allowed,2025-12-29T08:27:53.720846,216478278
RACCESS_001037,DEV_00237,RES_0017,read,denied,2025-12-31T10:27:53.720854,464107345
RACCESS_001038,DEV_00221,RES_0015,delete,allowed,2025-12-27T17:27:53.720862,174425112
RACCESS_001039,DEV_00093,RES_0034,execute,allowed,2025-12-31T23:27:53.720870,393838638
RACCESS_001040,DEV_00194,RES_0076,execute,allowed,2025-12-27T07:27:53.720878,650204448
RACCESS_001041,DEV_00041,RES_0058,delete,allowed,2025-12-30T14:27:53.720886,875134854
RACCESS_001042,DEV_00046,RES_0031,write,allowed,2026-01-01T13:27:53.720894,396287933
RACCESS_001043,DEV_00035,RES_0008,write,allowed,2026-01-01T20:27:53.720902,43204773
RACCESS_001044,DEV_00171,RES_0070,read,allowed,2025-12-31T00:27:53.720910,864536682
RACCESS_001045,DEV_00131,RES_0028,delete,allowed,2025-12-26T21:27:53.720918,774554758
RACCESS_001046,DEV_00071,RES_0032,delete,allowed,2025-12-30T02:27:53.720926,790893337
RACCESS_001047,DEV_00199,RES_0015,write,denied,2025-12-30T10:27:53.720934,885371640
RACCESS_001048,DEV_00197,RES_0048,write,allowed,2025-12-29T00:27:53.720942,209591613
RACCESS_001049,DEV_00261,RES_0058,delete,allowed,2025-12-29T05:27:53.720953,129909394
RACCESS_001050,DEV_00289,RES_0009,read,allowed,2025-12-27T05:27:53.720961,316304339
RACCESS_001051,DEV_00296,RES_0000,delete,allowed,2026-01-01T22:27:53.720980,154574873
RACCESS_001052,DEV_00246,RES_0017,delete,allowed,2025-12-27T03:27:53.720988,931669594
RACCESS_001053,DEV_00253,RES_0045,read,allowed,2025-12-27T18:27:53.720996,950927824
RACCESS_001054,DEV_00235,RES_0025,write,allowed,2025-12-28T23:27:53.721012,281270110
RACCESS_001055,DEV_00179,RES_0038,delete,allowed,2025-12-28T17:27:53.721021,383205058
RACCESS_001056,DEV_00226,RES_0060,execute,allowed,2025-12-27T19:27:53.721029,815896711
RACCESS_001057,DEV_00101,RES_0021,read,allowed,2025-12-28T02:27:53.721038,798852048
RACCESS_001058,DEV_00198,RES_0057,write,allowed,2025-12-28T23:27:53.721046,159332339
RACCESS_001059,DEV_00195,RES_0040,execute,allowed,2025-12-31T13:27:53.721054,484959590
RACCESS_001060,DEV_00087,RES_0006,read,allowed,2026-01-02T00:27:53.721062,862974048
RACCESS_001061,DEV_00202,RES_0047,delete,allowed,2025-12-27T04:27:53.721071,68747690
RACCESS_001062,DEV_00168,RES_0008,execute,denied,2025-12-27T22:27:53.721079,820029781
RACCESS_001063,DEV_00075,RES_0056,write,allowed,2025-12-30T02:27:53.721087,57310079
RACCESS_001064,DEV_00096,RES_0014,delete,allowed,2025-12-28T12:27:53.721098,144359375
RACCESS_001065,DEV_00045,RES_0078,write,allowed,2025-12-28T23:27:53.721107,146968706
RACCESS_001066,DEV_00078,RES_0032,write,allowed,2025-12-31T14:27:53.721115,314735861
RACCESS_001067,DEV_00132,RES_0018,read,denied,2026-01-01T10:27:53.721123,187181242
RACCESS_001068,DEV_00075,RES_0030,read,allowed,2025-12-30T02:27:53.721134,229847985
RACCESS_001069,DEV_00007,RES_0000,execute,denied,2025-12-31T07:27:53.721142,864224927
RACCESS_001070,DEV_00076,RES_0036,delete,allowed,2025-12-30T23:27:53.721154,298631895
RACCESS_001071,DEV_00031,RES_0043,read,allowed,2025-12-28T22:27:53.721162,934345224
RACCESS_001072,DEV_00145,RES_0069,execute,allowed,2025-12-30T02:27:53.721170,273762062
RACCESS_001073,DEV_00271,RES_0001,read,allowed,2025-12-31T18:27:53.721178,930064199
RACCESS_001074,DEV_00169,RES_0019,delete,allowed,2025-12-31T06:27:53.721186,56506094
RACCESS_001075,DEV_00293,RES_0072,write,allowed,2025-12-31T14:27:53.721194,897412642
RACCESS_001076,DEV_00072,RES_0011,delete,allowed,2025-12-31T22:27:53.721203,556188888
RACCESS_001077,DEV_00094,RES_0027,write,allowed,2026-01-02T04:27:53.721211,90660811
