device_id,resource_id,access_count,last_access
DEV_00079,RES_0041,91,2025-12-29T15:27:53.847291
DEV_00079,RES_0053,90,2025-12-27T07:27:53.847295
DEV_00079,RES_0036,46,2025-12-28T23:27:53.847300
DEV_00079,RES_0043,84,2025-12-28T08:27:53.847304
DEV_00079,RES_0073,21,2025-12-27T13:27:53.847309
DEV_00079,RES_0006,46,2026-01-01T13:27:53.847313
DEV_00079,RES_0000,25,2025-12-31T08:27:53.847317
DEV_00079,RES_0008,34,2025-12-27T09:27:53.847322
DEV_00079,RES_0040,11,2025-12-29T07:27:53.847326
DEV_00079,RES_0045,89,2025-12-27T23:27:53.847331
DEV_00079,RES_0013,42,2025-12-31T14:27:53.847335
DEV_00079,RES_0047,70,2025-12-27T22:27:53.847340
DEV_00079,RES_0020,19,2025-12-28T08:27:53.847344
DEV_00080,RES_0065,67,2025-12-28T08:27:53.847353
DEV_00080,RES_0022,83,2025-12-29T20:27:53.847357
DEV_00080,RES_0012,69,2025-12-28T00:27:53.847362
DEV_00080,RES_0032,29,2025-12-28T22:27:53.847366
DEV_00080,RES_0015,56,2025-12-31T09:27:53.847374
DEV_00080,RES_0055,97,2025-12-29T08:27:53.847378
DEV_00081,RES_0020,8,2026-01-01T23:27:53.847395
DEV_00081,RES_0030,32,2025-12-31T00:27:53.847400
DEV_00081,RES_0040,88,2026-01-01T04:27:53.847405
DEV_00081,RES_0027,93,2025-12-31T00:27:53.847409
DEV_00081,RES_0012,68,2025-12-30T23:27:53.847416
DEV_00081,RES_0062,56,2026-01-02T01:27:53.847421
DEV_00081,RES_0019,24,2025-12-26T23:27:53.847425
DEV_00081,RES_0009,26,2025-12-28T08:27:53.847430
DEV_00081,RES_0078,20,2025-12-30T23:27:53.847434
DEV_00081,RES_0072,41,2025-12-31T23:27:53.847439
DEV_00081,RES_0008,92,2026-01-01T06:27:53.847443
DEV_00081,RES_0001,30,2025-12-29T07:27:53.847448
DEV_00081,RES_0057,72,2025-12-29T02:27:53.847452
DEV_00081,RES_0067,80,2026-01-02T14:27:53.847456
DEV_00081,RES_0006,86,2025-12-26T20:27:53.847461
DEV_00081,RES_0010,86,2026-01-02T03:27:53.847465
DEV_00081,RES_0071,43,2025-12-29T22:27:53.847470
DEV_00081,RES_0038,43,2025-12-29T17:27:53.847474
DEV_00081,RES_0005,91,2025-12-31T13:27:53.847479
DEV_00082,RES_0079,72,2026-01-01T22:27:53.847492
DEV_00082,RES_0039,1,2026-01-02T00:27:53.847496
DEV_00082,RES_0064,53,2025-12-28T17:27:53.847501
DEV_00082,RES_0055,71,2025-12-31T21:27:53.847505
DEV_00082,RES_0073,95,2026-01-01T00:27:53.847510
DEV_00082,RES_0029,19,2025-12-27T12:27:53.847514
DEV_00082,RES_0000,62,2025-12-31T16:27:53.847519
DEV_00082,RES_0040,60,2025-12-31T11:27:53.847523
DEV_00082,RES_0054,56,2025-12-28T12:27:53.847527
DEV_00082,RES_0067,38,2025-12-31T05:27:53.847532
DEV_00082,RES_0065,83,2025-12-29T08:27:53.847536
DEV_00082,RES_0019,50,2025-12-30T06:27:53.847541
DEV_00082,RES_0011,14,2025-12-31T17:27:53.847545
DEV_00082,RES_0076,100,2026-01-01T07:27:53.847553
DEV_00082,RES_0001,48,2026-01-02T07:27:53.847557
DEV_00082,RES_0012,52,2025-12-29T05:27:53.847562
DEV_00082,RES_0036,69,2025-12-30T15:27:53.847566
DEV_00082,RES_0024,33,2025-12-29T18:27:53.847571
DEV_00082,RES_0045,58,2025-12-31T01:27:53.847575
DEV_00082,RES_0020,85,2025-12-30T23:27:53.847579
DEV_00083,RES_0036,96,2025-12-29T16:27:53.847591
DEV_00083,RES_0021,50,2025-12-26T21:27:53.847596
DEV_00083,RES_0012,5,2025-12-27T09:27:53.847600
DEV_00083,RES_0025,55,2025-12-28T08:27:53.847605
DEV_00083,RES_0050,31,2025-12-27T09:27:53.847609
DEV_00083,RES_0061,7,2026-01-01T16:27:53.847614
DEV_00083,RES_0015,33,2025-12-28T10:27:53.847618
DEV_00083,RES_0074,2,2025-12-29T07:27:53.847622
DEV_00083,RES_0003,91,2025-12-28T00:27:53.847627
DEV_00083,RES_0013,66,2025-12-31T03:27:53.847631
DEV_00083,RES_0064,78,2026-01-02T05:27:53.847636
DEV_00083,RES_0031,28,2026-01-01T06:27:53.847640
DEV_00083,RES_0048,6,2025-12-31T16:27:53.847644
DEV_00083,RES_0075,58,2025-12-30T23:27:53.847649
DEV_00084,RES_0043,83,2026-01-01T07:27:53.847659
DEV_00084,RES_0026,75,2025-12-28T19:27:53.847664
DEV_00084,RES_0035,64,2025-12-30T19:27:53.847671
DEV_00084,RES_0065,16,2025-12-27T17:27:53.847676
DEV_00084,RES_0017,26,2025-12-30T00:27:53.847681
DEV_00084,RES_0032,24,2025-12-29T20:27:53.847685
DEV_00084,RES_0050,81,2025-12-30T19:27:53.847690
DEV_00084,RES_0051,27,2025-12-27T06:27:53.847694
DEV_00084,RES_0057,41,2025-12-28T05:27:53.847699
DEV_00084,RES_0063,60,2026-01-02T15:27:53.847706
DEV_00084,RES_0016,75,2025-12-27T07:27:53.847714
DEV_00085,RES_0003,79,2025-12-30T17:27:53.847724
DEV_00085,RES_0078,45,2025-12-29T21:27:53.847729
DEV_00085,RES_0016,11,2025-12-28T09:27:53.847734
DEV_00085,RES_0059,24,2025-12-31T01:27:53.847738
DEV_00085,RES_0014,47,2025-12-31T07:27:53.847743
DEV_00085,RES_0077,88,2025-12-28T12:27:53.847747
DEV_00085,RES_0066,89,2026-01-02T12:27:53.847751
DEV_00085,RES_0000,79,2025-12-31T00:27:53.847756
DEV_00086,RES_0040,26,2025-12-28T00:27:53.847768
DEV_00086,RES_0020,20,2025-12-30T15:27:53.847772
DEV_00086,RES_0044,46,2025-12-31T21:27:53.847777
DEV_00086,RES_0025,45,2026-01-02T01:27:53.847781
DEV_00086,RES_0021,95,2025-12-28T12:27:53.847786
DEV_00086,RES_0067,4,2025-12-30T06:27:53.847790
DEV_00086,RES_0037,76,2025-12-28T13:27:53.847794
DEV_00086,RES_0071,78,2025-12-31T19:27:53.847799
DEV_00086,RES_0063,72,2025-12-27T22:27:53.847803
DEV_00086,RES_0031,14,2025-12-31T21:27:53.847808
DEV_00086,RES_0068,93,2025-12-31T17:27:53.847812
DEV_00086,RES_0035,14,2025-12-29T18:27:53.847816
DEV_00086,RES_0072,41,2026-01-01T05:27:53.847821
DEV_00086,RES_0069,85,2025-12-28T19:27:53.847825
DEV_00087,RES_0053,100,2025-12-28T07:27:53.847836
DEV_00087,RES_0013,45,2025-12-31T23:27:53.847841
DEV_00087,RES_0009,86,2025-12-28T21:27:53.847845
DEV_00087,RES_0073,5,2025-12-30T14:27:53.847849
DEV_00087,RES_0042,45,2025-12-28T08:27:53.847854
DEV_00087,RES_0079,33,2025-12-27T09:27:53.847858
DEV_00087,RES_0077,17,2025-12-27T22:27:53.847863
DEV_00087,RES_0043,53,2025-12-31T06:27:53.847867
DEV_00087,RES_0041,98,2025-12-29T13:27:53.847872
DEV_00087,RES_0015,4,2025-12-30T10:27:53.847879
DEV_00087,RES_0034,28,2026-01-02T05:27:53.847883
DEV_00087,RES_0001,38,2025-12-28T20:27:53.847888
DEV_00088,RES_0065,83,2025-12-27T17:27:53.847899
DEV_00088,RES_0031,51,2026-01-02T04:27:53.847904
DEV_00088,RES_0064,31,2025-12-28T00:27:53.847908
DEV_00088,RES_0076,10,2025-12-28T11:27:53.847913
DEV_00088,RES_0073,53,2025-12-29T23:27:53.847917
DEV_00088,RES_0004,91,2025-12-30T15:27:53.847921
DEV_00088,RES_0038,17,2025-12-31T03:27:53.847926
DEV_00088,RES_0071,84,2025-12-28T12:27:53.847930
DEV_00088,RES_0050,59,2025-12-29T00:27:53.847937
DEV_00088,RES_0054,73,2025-12-31T12:27:53.847942
DEV_00088,RES_0017,58,2025-12-29T03:27:53.847946
DEV_00088,RES_0062,15,2025-12-31T00:27:53.847951
DEV_00088,RES_0008,83,2025-12-29T03:27:53.847955
DEV_00088,RES_0059,66,2026-01-01T01:27:53.847959
DEV_00088,RES_0061,97,2025-12-31T09:27:53.847964
DEV_00089,RES_0041,69,2026-01-01T10:27:53.847979
DEV_00089,RES_0002,42,2025-12-27T03:27:53.847984
DEV_00089,RES_0035,76,2025-12-30T09:27:53.847988
DEV_00089,RES_0017,34,2025-12-30T17:27:53.847993
DEV_00089,RES_0077,75,2025-12-30T02:27:53.847997
DEV_00089,RES_0020,24,2025-12-27T06:27:53.848008
DEV_00089,RES_0034,30,2025-12-30T10:27:53.848013
DEV_00089,RES_0069,77,2025-12-28T11:27:53.848017
DEV_00089,RES_0029,99,2025-12-29T08:27:53.848022
DEV_00089,RES_0044,47,2025-12-28T06:27:53.848026
DEV_00089,RES_0008,41,2026-01-02T06:27:53.848031
DEV_00090,RES_0035,15,2025-12-27T20:27:53.848043
DEV_00090,RES_0009,22,2025-12-29T07:27:53.848049
DEV_00090,RES_0025,55,2025-12-29T21:27:53.848053
DEV_00090,RES_0032,85,2025-12-29T08:27:53.848060
DEV_00090,RES_0001,71,2026-01-02T06:27:53.848065
DEV_00090,RES_0007,58,2025-12-29T18:27:53.848070
DEV_00090,RES_0055,89,2026-01-01T13:27:53.848074
DEV_00091,RES_0055,59,2025-12-29T19:27:53.848083
DEV_00091,RES_0021,79,2025-12-30T06:27:53.848088
DEV_00091,RES_0066,81,2026-01-02T04:27:53.848092
DEV_00091,RES_0042,36,2025-12-31T11:27:53.848097
DEV_00091,RES_0058,20,2025-12-30T00:27:53.848101
DEV_00091,RES_0036,99,2026-01-01T08:27:53.848106
DEV_00092,RES_0007,23,2026-01-02T13:27:53.848119
DEV_00092,RES_0016,27,2025-12-31T04:27:53.848123
DEV_00092,RES_0024,16,2025-12-27T09:27:53.848128
DEV_00092,RES_0025,2,2026-01-01T16:27:53.848132
DEV_00092,RES_0040,50,2025-12-29T10:27:53.848137
DEV_00092,RES_0017,56,2025-12-27T09:27:53.848141
DEV_00092,RES_0028,98,2025-12-29T16:27:53.848146
DEV_00092,RES_0053,74,2025-12-29T17:27:53.848150
DEV_00092,RES_0021,57,2025-12-29T08:27:53.848154
DEV_00092,RES_0076,34,2025-12-27T13:27:53.848159
DEV_00092,RES_0006,63,2025-12-27T12:27:53.848163
DEV_00092,RES_0048,12,2025-12-26T18:27:53.848168
DEV_00092,RES_0061,3,2026-01-01T01:27:53.848172
DEV_00092,RES_0047,46,2026-01-01T09:27:53.848176
DEV_00092,RES_0073,85,2026-01-02T16:27:53.848181
DEV_00092,RES_0045,48,2025-12-29T16:27:53.848186
DEV_00092,RES_0032,30,2026-01-01T06:27:53.848190
DEV_00092,RES_0077,46,2025-12-30T15:27:53.848194
DEV_00093,RES_0074,97,2025-12-31T15:27:53.848204
DEV_00093,RES_0031,11,2026-01-02T15:27:53.848209
DEV_00093,RES_0023,93,2025-12-27T23:27:53.848217
DEV_00093,RES_0043,37,2025-12-29T18:27:53.848222
DEV_00093,RES_0079,63,2025-12-31T11:27:53.848229
DEV_00093,RES_0035,18,2025-12-27T13:27:53.848233
DEV_00093,RES_0046,53,2026-01-01T08:27:53.848237
DEV_00093,RES_0045,99,2025-12-30T07:27:53.848242
DEV_00093,RES_0009,10,2026-01-02T06:27:53.848246
DEV_00094,RES_0048,84,2025-12-27T21:27:53.848259
DEV_00094,RES_0014,73,2025-12-28T20:27:53.848264
DEV_00094,RES_0016,80,2025-12-28T10:27:53.848268
DEV_00094,RES_0009,58,2025-12-30T20:27:53.848273
DEV_00094,RES_0077,59,2025-12-28T11:27:53.848277
DEV_00094,RES_0006,87,2026-01-02T14:27:53.848282
DEV_00094,RES_0072,80,2025-12-29T06:27:53.848286
DEV_00094,RES_0050,15,2025-12-31T07:27:53.848290
DEV_00094,RES_0059,96,2026-01-01T10:27:53.848295
DEV_00094,RES_0053,53,2025-12-28T07:27:53.848299
DEV_00094,RES_0027,10,2025-12-27T20:27:53.848304
DEV_00094,RES_0019,85,2025-12-31T01:27:53.848308
DEV_00094,RES_0069,21,2025-12-29T01:27:53.848312
DEV_00094,RES_0002,50,2025-12-27T16:27:53.848317
DEV_00094,RES_0034,80,2025-12-29T22:27:53.848321
DEV_00094,RES_0037,83,2025-12-29T23:27:53.848325
DEV_00094,RES_0005,50,2025-12-27T00:27:53.848330
DEV_00094,RES_0062,40,2025-12-27T08:27:53.848334
DEV_00095,RES_0004,24,2025-12-27T15:27:53.848347
DEV_00095,RES_0017,68,2025-12-29T16:27:53.848351
DEV_00095,RES_0024,45,2025-12-28T03:27:53.848356
DEV_00095,RES_0069,52,2025-12-29T03:27:53.848360
DEV_00095,RES_0055,59,2025-12-29T15:27:53.848364
DEV_00095,RES_0044,65,2025-12-28T22:27:53.848369
DEV_00095,RES_0030,80,2025-12-28T12:27:53.848373
DEV_00095,RES_0059,38,2025-12-27T15:27:53.848380
DEV_00095,RES_0016,52,2025-12-30T03:27:53.848388
DEV_00095,RES_0018,47,2025-12-28T19:27:53.848392
DEV_00095,RES_0008,56,2025-12-29T21:27:53.848397
DEV_00095,RES_0037,43,2025-12-28T02:27:53.848401
DEV_00095,RES_0041,14,2025-12-30T04:27:53.848406
DEV_00095,RES_0048,10,2025-12-27T13:27:53.848410
DEV_00095,RES_0025,94,2025-12-29T02:27:53.848414
DEV_00095,RES_0036,16,2025-12-31T10:27:53.848419
DEV_00095,RES_0040,21,2025-12-30T11:27:53.848423
DEV_00095,RES_0070,82,2025-12-31T03:27:53.848428
DEV_00095,RES_0056,92,2025-12-27T19:27:53.848432
DEV_00096,RES_0031,51,2025-12-29T12:27:53.848444
DEV_00096,RES_0045,25,2026-01-02T05:27:53.848449
DEV_00096,RES_0004,23,2025-12-30T00:27:53.848454
DEV_00096,RES_0077,5,2025-12-31T15:27:53.848458
DEV_00096,RES_0040,46,2025-12-27T23:27:53.848462
DEV_00096,RES_0036,51,2025-12-26T22:27:53.848467
DEV_00096,RES_0035,54,2026-01-01T09:27:53.848471
DEV_00096,RES_0050,74,2025-12-31T00:27:53.848479
DEV_00096,RES_0028,11,2026-01-02T03:27:53.848483
DEV_00096,RES_0037,87,2026-01-01T20:27:53.848488
DEV_00096,RES_0015,39,2025-12-28T16:27:53.848492
DEV_00096,RES_0062,72,2025-12-31T09:27:53.848497
DEV_00096,RES_0074,20,2025-12-31T19:27:53.848501
DEV_00096,RES_0054,69,2025-12-28T02:27:53.848505
DEV_00096,RES_0005,16,2026-01-01T16:27:53.848510
DEV_00096,RES_0056,91,2025-12-28T06:27:53.848514
DEV_00097,RES_0054,69,2025-12-27T10:27:53.848525
DEV_00097,RES_0030,68,2026-01-02T04:27:53.848529
DEV_00097,RES_0034,33,2025-12-31T06:27:53.848534
DEV_00097,RES_0025,57,2025-12-31T07:27:53.848538
DEV_00097,RES_0055,49,2025-12-28T23:27:53.848542
DEV_00097,RES_0024,75,2026-01-01T18:27:53.848551
DEV_00097,RES_0078,67,2026-01-01T13:27:53.848556
DEV_00097,RES_0052,13,2026-01-02T08:27:53.848560
DEV_00097,RES_0041,4,2026-01-01T10:27:53.848565
DEV_00098,RES_0065,10,2025-12-28T00:27:53.848577
DEV_00098,RES_0034,87,2026-01-01T19:27:53.848582
DEV_00098,RES_0066,44,2025-12-30T14:27:53.848586
DEV_00098,RES_0077,49,2025-12-31T06:27:53.848591
DEV_00098,RES_0038,91,2026-01-01T04:27:53.848595
DEV_00098,RES_0062,97,2025-12-27T06:27:53.848600
DEV_00098,RES_0058,26,2025-12-31T20:27:53.848604
DEV_00098,RES_0052,97,2025-12-30T01:27:53.848608
DEV_00098,RES_0023,67,2025-12-28T02:27:53.848613
DEV_00098,RES_0050,34,2025-12-28T15:27:53.848618
DEV_00098,RES_0002,51,2026-01-02T08:27:53.848622
DEV_00098,RES_0049,63,2025-12-27T15:27:53.848626
DEV_00098,RES_0043,81,2025-12-27T01:27:53.848631
DEV_00098,RES_0073,69,2025-12-26T21:27:53.848636
DEV_00098,RES_0070,86,2025-12-31T12:27:53.848640
DEV_00099,RES_0037,8,2025-12-30T05:27:53.848652
DEV_00099,RES_0047,89,2025-12-31T18:27:53.848657
DEV_00099,RES_0072,36,2025-12-28T16:27:53.848662
DEV_00099,RES_0060,37,2026-01-01T22:27:53.848666
DEV_00099,RES_0079,34,2026-01-01T12:27:53.848670
DEV_00099,RES_0049,68,2025-12-27T16:27:53.848675
DEV_00099,RES_0064,10,2026-01-01T19:27:53.848679
DEV_00099,RES_0031,61,2025-12-27T21:27:53.848684
DEV_00099,RES_0077,88,2025-12-31T20:27:53.848688
DEV_00099,RES_0030,100,2025-12-31T11:27:53.848692
DEV_00099,RES_0074,72,2025-12-30T14:27:53.848697
DEV_00099,RES_0068,7,2025-12-29T05:27:53.848701
DEV_00099,RES_0020,21,2026-01-01T17:27:53.848709
DEV_00099,RES_0073,88,2025-12-27T07:27:53.848716
DEV_00099,RES_0044,28,2025-12-31T08:27:53.848720
DEV_00099,RES_0001,43,2025-12-27T14:27:53.848725
DEV_00099,RES_0010,56,2026-01-01T09:27:53.848729
DEV_00099,RES_0066,63,2026-01-01T22:27:53.848734
DEV_00099,RES_0051,46,2025-12-31T16:27:53.848740
DEV_00100,RES_0026,86,2025-12-29T09:27:53.848753
DEV_00100,RES_0076,59,2026-01-02T06:27:53.848757
DEV_00100,RES_0065,90,2026-01-02T08:27:53.848762
DEV_00100,RES_0034,38,2026-01-02T01:27:53.848766
DEV_00100,RES_0072,3,2025-12-29T19:27:53.848771
DEV_00100,RES_0019,17,2025-12-26T16:27:53.848775
DEV_00100,RES_0046,74,2025-12-29T00:27:53.848780
DEV_00100,RES_0018,5,2025-12-26T17:27:53.848784
DEV_00100,RES_0074,61,2025-12-29T00:27:53.848789
DEV_00100,RES_0013,68,2025-12-29T18:27:53.848793
DEV_00100,RES_0001,72,2025-12-28T20:27:53.848797
DEV_00100,RES_0038,41,2025-12-31T15:27:53.848802
DEV_00100,RES_0002,30,2025-12-30T20:27:53.848807
DEV_00100,RES_0057,50,2025-12-28T20:27:53.848812
DEV_00100,RES_0033,87,2025-12-28T12:27:53.848816
DEV_00100,RES_0079,89,2026-01-02T08:27:53.848821
DEV_00100,RES_0021,40,2025-12-28T22:27:53.848825
DEV_00100,RES_0069,73,2025-12-28T07:27:53.848829
DEV_00101,RES_0078,86,2025-12-27T16:27:53.848841
DEV_00101,RES_0067,18,2026-01-02T14:27:53.848846
DEV_00101,RES_0028,85,2025-12-27T06:27:53.848850
DEV_00101,RES_0053,100,2025-12-29T00:27:53.848855
DEV_00101,RES_0070,32,2026-01-02T12:27:53.848859
DEV_00102,RES_0060,59,2025-12-31T09:27:53.848870
DEV_00102,RES_0049,24,2025-12-28T21:27:53.848875
DEV_00102,RES_0032,97,2025-12-30T21:27:53.848879
DEV_00102,RES_0058,58,2025-12-30T18:27:53.848884
DEV_00102,RES_0037,56,2026-01-01T10:27:53.848888
DEV_00102,RES_0047,24,2026-01-02T06:27:53.848892
DEV_00102,RES_0068,7,2025-12-31T11:27:53.848897
DEV_00102,RES_0001,21,2026-01-02T02:27:53.848901
DEV_00102,RES_0025,78,2025-12-31T00:27:53.848906
DEV_00102,RES_0031,40,2025-12-29T07:27:53.848910
DEV_00102,RES_0040,60,2025-12-28T01:27:53.848915
DEV_00102,RES_0045,79,2025-12-29T23:27:53.848919
DEV_00102,RES_0056,8,2026-01-02T04:27:53.848927
DEV_00102,RES_0029,23,2025-12-28T01:27:53.848931
DEV_00103,RES_0027,56,2025-12-30T15:27:53.848940
DEV_00103,RES_0024,21,2025-12-30T06:27:53.848945
DEV_00103,RES_0032,55,2025-12-28T17:27:53.848954
DEV_00103,RES_0041,25,2025-12-29T02:27:53.848959
DEV_00103,RES_0037,1,2026-01-01T19:27:53.848963
DEV_00103,RES_0014,25,2025-12-29T17:27:53.848967
DEV_00104,RES_0049,10,2025-12-31T04:27:53.848983
DEV_00104,RES_0027,48,2026-01-02T09:27:53.848987
DEV_00104,RES_0007,44,2025-12-29T11:27:53.848992
DEV_00104,RES_0052,88,2025-12-27T04:27:53.848996
DEV_00104,RES_0001,16,2026-01-01T21:27:53.849008
DEV_00104,RES_0033,76,2026-01-01T17:27:53.849013
DEV_00104,RES_0009,31,2025-12-29T14:27:53.849017
DEV_00104,RES_0046,1,2025-12-28T07:27:53.849024
DEV_00104,RES_0006,9,2025-12-26T16:27:53.849029
DEV_00104,RES_0071,20,2025-12-29T14:27:53.849034
DEV_00104,RES_0018,19,2025-12-28T15:27:53.849038
DEV_00104,RES_0038,29,2025-12-26T23:27:53.849043
DEV_00105,RES_0011,67,2025-12-26T16:27:53.849054
DEV_00105,RES_0051,21,2026-01-01T08:27:53.849059
DEV_00105,RES_0052,47,2025-12-27T00:27:53.849069
DEV_00105,RES_0059,27,2026-01-02T09:27:53.849073
DEV_00105,RES_0031,48,2025-12-29T20:27:53.849078
DEV_00106,RES_0018,83,2025-12-29T01:27:53.849089
DEV_00106,RES_0071,3,2025-12-31T02:27:53.849094
DEV_00106,RES_0038,100,2025-12-26T22:27:53.849098
DEV_00106,RES_0006,56,2025-12-30T11:27:53.849103
DEV_00106,RES_0042,67,2026-01-01T12:27:53.849107
DEV_00106,RES_0070,16,2026-01-01T13:27:53.849112
DEV_00106,RES_0036,70,2026-01-02T13:27:53.849116
DEV_00106,RES_0076,31,2026-01-02T07:27:53.849120
DEV_00106,RES_0073,44,2025-12-28T04:27:53.849125
DEV_00106,RES_0063,3,2026-01-01T01:27:53.849129
DEV_00106,RES_0024,28,2025-12-27T09:27:53.849134
DEV_00106,RES_0060,81,2025-12-26T23:27:53.849138
DEV_00106,RES_0031,23,2025-12-31T11:27:53.849143
DEV_00106,RES_0009,47,2025-12-29T15:27:53.849147
DEV_00106,RES_0059,3,2025-12-31T15:27:53.849151
DEV_00107,RES_0052,62,2026-01-01T12:27:53.849163
DEV_00107,RES_0064,52,2025-12-30T22:27:53.849167
DEV_00107,RES_0020,27,2025-12-28T17:27:53.849172
DEV_00107,RES_0047,43,2026-01-01T21:27:53.849176
DEV_00107,RES_0042,29,2025-12-28T17:27:53.849181
DEV_00107,RES_0073,17,2026-01-01T20:27:53.849185
DEV_00107,RES_0015,5,2026-01-01T14:27:53.849190
DEV_00107,RES_0065,32,2025-12-27T02:27:53.849194
DEV_00107,RES_0069,42,2025-12-31T01:27:53.849199
DEV_00107,RES_0043,93,2025-12-26T18:27:53.849203
DEV_00107,RES_0028,68,2025-12-30T18:27:53.849208
DEV_00107,RES_0023,100,2025-12-28T07:27:53.849212
DEV_00107,RES_0029,49,2025-12-30T12:27:53.849217
DEV_00107,RES_0027,90,2025-12-31T21:27:53.849225
DEV_00107,RES_0059,3,2025-12-31T21:27:53.849229
DEV_00108,RES_0069,100,2025-12-31T11:27:53.849238
DEV_00108,RES_0033,33,2025-12-28T03:27:53.849243
DEV_00108,RES_0022,20,2025-12-29T20:27:53.849247
DEV_00108,RES_0077,3,2025-12-30T13:27:53.849252
DEV_00108,RES_0008,5,2025-12-29T01:27:53.849256
DEV_00109,RES_0065,8,2025-12-31T20:27:53.849268
DEV_00109,RES_0032,97,2025-12-29T20:27:53.849273
DEV_00109,RES_0039,64,2025-12-28T08:27:53.849278
DEV_00109,RES_0030,12,2025-12-28T12:27:53.849282
DEV_00109,RES_0051,96,2025-12-30T10:27:53.849287
DEV_00109,RES_0002,19,2025-12-30T14:27:53.849291
DEV_00109,RES_0005,75,2025-12-29T03:27:53.849298
DEV_00109,RES_0070,28,2025-12-31T19:27:53.849303
DEV_00109,RES_0018,25,2025-12-31T13:27:53.849308
DEV_00109,RES_0076,50,2025-12-31T16:27:53.849312
DEV_00109,RES_0061,39,2025-12-27T10:27:53.849316
DEV_00109,RES_0031,44,2026-01-01T05:27:53.849321
DEV_00109,RES_0025,21,2025-12-31T12:27:53.849325
DEV_00109,RES_0028,35,2025-12-27T03:27:53.849330
DEV_00109,RES_0015,78,2025-12-31T07:27:53.849334
DEV_00109,RES_0074,52,2025-12-28T15:27:53.849339
DEV_00110,RES_0070,82,2025-12-27T02:27:53.849349
DEV_00110,RES_0045,82,2025-12-30T13:27:53.849354
DEV_00110,RES_0067,96,2025-12-31T20:27:53.849358
DEV_00110,RES_0048,93,2025-12-29T15:27:53.849363
DEV_00110,RES_0075,50,2025-12-27T01:27:53.849367
DEV_00110,RES_0046,20,2025-12-30T19:27:53.849372
DEV_00110,RES_0060,67,2026-01-01T17:27:53.849376
DEV_00110,RES_0021,67,2026-01-01T02:27:53.849380
DEV_00110,RES_0044,16,2026-01-01T20:27:53.849385
DEV_00110,RES_0022,1,2025-12-26T17:27:53.849389
DEV_00111,RES_0013,68,2025-12-31T22:27:53.849406
DEV_00111,RES_0045,4,2025-12-27T23:27:53.849410
DEV_00111,RES_0077,12,2025-12-29T05:27:53.849415
DEV_00111,RES_0056,32,2026-01-01T19:27:53.849419
DEV_00111,RES_0000,19,2025-12-29T17:27:53.849424
DEV_00111,RES_0064,75,2026-01-02T11:27:53.849428
DEV_00111,RES_0068,67,2026-01-01T01:27:53.849433
DEV_00111,RES_0023,68,2026-01-01T13:27:53.849437
DEV_00111,RES_0005,5,2025-12-28T06:27:53.849442
DEV_00111,RES_0028,48,2025-12-29T07:27:53.849446
DEV_00111,RES_0060,32,2025-12-29T05:27:53.849451
DEV_00112,RES_0030,43,2026-01-02T03:27:53.849463
DEV_00112,RES_0000,58,2025-12-30T13:27:53.849468
DEV_00112,RES_0001,27,2026-01-01T07:27:53.849472
DEV_00112,RES_0059,67,2026-01-01T14:27:53.849477
DEV_00112,RES_0067,26,2026-01-02T14:27:53.849481
DEV_00112,RES_0022,72,2025-12-28T05:27:53.849485
DEV_00112,RES_0076,4,2025-12-28T21:27:53.849490
DEV_00112,RES_0029,24,2025-12-28T22:27:53.849494
DEV_00112,RES_0037,17,2025-12-30T23:27:53.849499
DEV_00112,RES_0019,59,2025-12-31T14:27:53.849503
DEV_00112,RES_0010,74,2025-12-30T05:27:53.849508
DEV_00112,RES_0015,21,2025-12-31T02:27:53.849512
DEV_00112,RES_0011,14,2025-12-29T02:27:53.849516
DEV_00112,RES_0020,93,2025-12-29T00:27:53.849521
DEV_00112,RES_0077,56,2026-01-01T14:27:53.849525
DEV_00112,RES_0070,22,2025-12-29T05:27:53.849530
DEV_00112,RES_0062,76,2026-01-01T20:27:53.849534
DEV_00112,RES_0006,58,2025-12-26T16:27:53.849539
DEV_00113,RES_0052,73,2025-12-28T17:27:53.849552
DEV_00113,RES_0024,71,2026-01-02T05:27:53.849557
DEV_00113,RES_0031,70,2025-12-27T00:27:53.849564
DEV_00113,RES_0059,52,2025-12-31T21:27:53.849571
DEV_00113,RES_0042,27,2025-12-27T18:27:53.849576
DEV_00113,RES_0022,86,2025-12-28T11:27:53.849580
DEV_00113,RES_0008,72,2025-12-30T08:27:53.849585
DEV_00113,RES_0017,8,2025-12-30T11:27:53.849589
DEV_00113,RES_0034,58,2025-12-28T07:27:53.849594
DEV_00113,RES_0025,7,2025-12-28T10:27:53.849598
DEV_00113,RES_0072,67,2025-12-31T01:27:53.849603
DEV_00113,RES_0032,6,2025-12-27T15:27:53.849607
DEV_00113,RES_0015,53,2025-12-31T20:27:53.849611
DEV_00113,RES_0030,91,2025-12-29T14:27:53.849616
DEV_00113,RES_0035,31,2025-12-27T15:27:53.849620
DEV_00113,RES_0062,61,2025-12-27T23:27:53.849625
DEV_00113,RES_0038,40,2026-01-01T21:27:53.849629
DEV_00114,RES_0051,65,2025-12-31T03:27:53.849641
DEV_00114,RES_0000,74,2026-01-01T11:27:53.849646
DEV_00114,RES_0073,34,2025-12-27T01:27:53.849650
DEV_00114,RES_0002,10,2025-12-30T11:27:53.849655
DEV_00114,RES_0071,27,2025-12-28T23:27:53.849659
