event_id,device_id,process_name,process_id,parent_process_id,command_line,user_id,timestamp,severity,outcome
PROC_000358,DEV_00124,lsass.exe,1405,1456,C:\Windows\System32\lsass.exe /param 65,USR_0116,2025-12-30T22:27:53.756630,medium,success
PROC_000359,DEV_00246,chrome.exe,2050,6023,C:\Windows\System32\chrome.exe /param 45,USR_0051,2025-12-27T01:27:53.756639,low,success
PROC_000360,DEV_00064,chrome.exe,3240,6653,C:\Windows\System32\chrome.exe /param 37,USR_0059,2025-12-30T05:27:53.756651,medium,success
PROC_000361,DEV_00241,mimikatz. exe,2688,9626,C:\Windows\System32\mimikatz. exe /param 47,USR_0001,2025-12-26T21:27:53.756660,critical,denied
PROC_000362,DEV_00021,winlogon.exe,1390,216,C:\Windows\System32\winlogon.exe /param 77,USR_0028,2025-12-29T02:27:53.756669,medium,denied
PROC_000363,DEV_00020,firefox.exe,9494,8715,C:\Windows\System32\firefox.exe /param 6,USR_0089,2026-01-02T15:27:53.756678,low,denied
PROC_000364,DEV_00158,chrome.exe,2011,2159,C:\Windows\System32\chrome.exe /param 6,USR_0064,2025-12-26T20:27:53.756687,medium,denied
PROC_000365,DEV_00075,lsass.exe,3487,6271,C:\Windows\System32\lsass.exe /param 42,USR_0109,2025-12-30T14:27:53.756695,low,success
PROC_000366,DEV_00221,firefox.exe,146,7425,C:\Windows\System32\firefox.exe /param 47,USR_0073,2026-01-01T04:27:53.756704,low,denied
PROC_000367,DEV_00178,lsass.exe,2274,4693,C:\Windows\System32\lsass.exe /param 10,USR_0084,2025-12-29T12:27:53.756714,low,success
PROC_000368,DEV_00233,lsass.exe,222,565,C:\Windows\System32\lsass.exe /param 62,USR_0057,2025-12-27T21:27:53.756726,medium,denied
PROC_000369,DEV_00009,explorer.exe,5538,1397,C:\Windows\System32\explorer.exe /param 1,USR_0095,2026-01-01T11:27:53.756736,low,success
PROC_000370,DEV_00293,svchost.exe,4758,5287,C:\Windows\System32\svchost.exe /param 1,USR_0080,2026-01-01T12:27:53.756745,low,success
PROC_000371,DEV_00188,svchost.exe,8734,2509,C:\Windows\System32\svchost.exe /param 40,USR_0130,2025-12-29T21:27:53.756753,low,denied
PROC_000372,DEV_00230,svchost.exe,7492,2014,C:\Windows\System32\svchost.exe /param 77,USR_0095,2025-12-29T05:27:53.756763,low,success
PROC_000373,DEV_00177,svchost.exe,6260,2510,C:\Windows\System32\svchost.exe /param 43,USR_0084,2025-12-26T20:27:53.756772,medium,success
PROC_000374,DEV_00125,winlogon.exe,1480,8831,C:\Windows\System32\winlogon.exe /param 71,USR_0009,2026-01-02T03:27:53.756782,medium,denied
PROC_000375,DEV_00080,lsass.exe,5422,2481,C:\Windows\System32\lsass.exe /param 12,USR_0036,2026-01-01T06:27:53.756791,medium,success
PROC_000376,DEV_00169,firefox.exe,1847,4645,C:\Windows\System32\firefox.exe /param 84,USR_0067,2026-01-02T09:27:53.756799,low,denied
PROC_000377,DEV_00166,chrome.exe,8047,7565,C:\Windows\System32\chrome.exe /param 41,USR_0112,2025-12-31T23:27:53.756808,medium,denied
PROC_000378,DEV_00060,firefox.exe,9632,2481,C:\Windows\System32\firefox.exe /param 58,USR_0028,2026-01-02T15:27:53.756817,low,denied
PROC_000379,DEV_00247,winlogon.exe,5610,8591,C:\Windows\System32\winlogon.exe /param 31,USR_0025,2026-01-01T20:27:53.756826,medium,success
PROC_000380,DEV_00273,svchost.exe,4489,8890,C:\Windows\System32\svchost.exe /param 77,USR_0064,2025-12-31T17:27:53.756835,low,success
PROC_000381,DEV_00200,lsass.exe,2013,9034,C:\Windows\System32\lsass.exe /param 55,USR_0084,2025-12-27T04:27:53.756843,low,success
PROC_000382,DEV_00240,winlogon.exe,9165,878,C:\Windows\System32\winlogon.exe /param 60,USR_0073,2025-12-29T09:27:53.756855,low,denied
PROC_000383,DEV_00057,svchost.exe,3982,5786,C:\Windows\System32\svchost.exe /param 49,USR_0038,2025-12-26T23:27:53.756864,low,success
PROC_000384,DEV_00044,lsass.exe,6648,4416,C:\Windows\System32\lsass.exe /param 60,USR_0035,2026-01-02T10:27:53.756873,low,denied
PROC_000385,DEV_00273,explorer.exe,2725,1587,C:\Windows\System32\explorer.exe /param 30,USR_0057,2026-01-02T04:27:53.756882,low,denied
PROC_000386,DEV_00240,lsass.exe,9927,6022,C:\Windows\System32\lsass.exe /param 78,USR_0057,2025-12-31T13:27:53.756891,low,denied
PROC_000387,DEV_00072,svchost.exe,8846,7202,C:\Windows\System32\svchost.exe /param 96,USR_0055,2025-12-27T13:27:53.756900,low,denied
PROC_000388,DEV_00179,chrome.exe,3248,8399,C:\Windows\System32\chrome.exe /param 43,USR_0122,2025-12-31T14:27:53.756914,low,success
PROC_000389,DEV_00067,svchost.exe,4551,713,C:\Windows\System32\svchost.exe /param 40,USR_0050,2025-12-31T01:27:53.756923,low,success
PROC_000390,DEV_00088,chrome.exe,7224,6683,C:\Windows\System32\chrome.exe /param 42,USR_0006,2025-12-27T16:27:53.756932,low,success
PROC_000391,DEV_00248,explorer.exe,1720,6862,C:\Windows\System32\explorer.exe /param 25,USR_0142,2025-12-27T21:27:53.756944,low,success
PROC_000392,DEV_00243,firefox.exe,338,1531,C:\Windows\System32\firefox.exe /param 1,USR_0049,2025-12-31T20:27:53.756956,low,success
PROC_000393,DEV_00044,explorer.exe,7669,4896,C:\Windows\System32\explorer.exe /param 60,USR_0040,2025-12-27T07:27:53.756965,low,denied
PROC_000394,DEV_00223,lsass.exe,9501,4954,C:\Windows\System32\lsass.exe /param 62,USR_0019,2025-12-31T01:27:53.756979,medium,success
PROC_000395,DEV_00234,svchost.exe,6996,1840,C:\Windows\System32\svchost.exe /param 0,USR_0047,2025-12-28T07:27:53.756987,low,success
PROC_000396,DEV_00142,firefox.exe,6721,1864,C:\Windows\System32\firefox.exe /param 49,USR_0071,2025-12-27T19:27:53.756997,low,success
PROC_000397,DEV_00059,explorer.exe,8423,1316,C:\Windows\System32\explorer.exe /param 22,USR_0082,2025-12-28T07:27:53.757013,medium,denied
PROC_000398,DEV_00270,firefox.exe,1099,2241,C:\Windows\System32\firefox.exe /param 43,USR_0046,2025-12-28T11:27:53.757022,low,success
PROC_000399,DEV_00219,firefox.exe,2389,2403,C:\Windows\System32\firefox.exe /param 49,USR_0010,2025-12-29T05:27:53.757031,low,success
PROC_000400,DEV_00148,lsass.exe,9118,7196,C:\Windows\System32\lsass.exe /param 34,USR_0021,2025-12-30T13:27:53.757040,medium,denied
PROC_000401,DEV_00262,explorer.exe,8901,5037,C:\Windows\System32\explorer.exe /param 21,USR_0144,2025-12-28T17:27:53.757050,low,success
PROC_000402,DEV_00118,winlogon.exe,3431,7740,C:\Windows\System32\winlogon.exe /param 47,USR_0055,2025-12-30T09:27:53.757058,medium,denied
PROC_000403,DEV_00139,winlogon.exe,288,2564,C:\Windows\System32\winlogon.exe /param 24,USR_0004,2025-12-29T22:27:53.757067,medium,denied
PROC_000404,DEV_00158,svchost.exe,2668,5154,C:\Windows\System32\svchost.exe /param 18,USR_0134,2025-12-31T10:27:53.757076,low,denied
PROC_000405,DEV_00131,explorer.exe,6854,310,C:\Windows\System32\explorer.exe /param 80,USR_0031,2025-12-30T17:27:53.757085,low,success
PROC_000406,DEV_00124,winlogon.exe,9804,1933,C:\Windows\System32\winlogon.exe /param 17,USR_0057,2025-12-29T23:27:53.757093,medium,denied
PROC_000407,DEV_00294,explorer.exe,3175,3314,C:\Windows\System32\explorer.exe /param 12,USR_0102,2025-12-28T21:27:53.757105,low,denied
PROC_000408,DEV_00005,explorer.exe,230,9455,C:\Windows\System32\explorer.exe /param 94,USR_0135,2025-12-29T13:27:53.757115,medium,denied
PROC_000409,DEV_00295,lsass.exe,1127,6691,C:\Windows\System32\lsass.exe /param 47,USR_0129,2025-12-29T20:27:53.757124,low,denied
PROC_000410,DEV_00253,winlogon.exe,5091,4609,C:\Windows\System32\winlogon.exe /param 71,USR_0032,2025-12-26T23:27:53.757133,medium,denied
PROC_000411,DEV_00022,explorer.exe,2809,1408,C:\Windows\System32\explorer.exe /param 45,USR_0105,2025-12-29T08:27:53.757142,medium,success
PROC_000412,DEV_00220,chrome.exe,4546,3364,C:\Windows\System32\chrome.exe /param 7,USR_0076,2026-01-02T03:27:53.757152,medium,denied
PROC_000413,DEV_00147,winlogon.exe,281,2442,C:\Windows\System32\winlogon.exe /param 60,USR_0001,2025-12-30T20:27:53.757160,low,success
PROC_000414,DEV_00293,firefox.exe,1768,1745,C:\Windows\System32\firefox.exe /param 60,USR_0122,2025-12-26T18:27:53.757169,medium,denied
PROC_000415,DEV_00149,explorer.exe,4037,6332,C:\Windows\System32\explorer.exe /param 10,USR_0106,2026-01-02T06:27:53.757179,low,denied
PROC_000416,DEV_00163,explorer.exe,566,1027,C:\Windows\System32\explorer.exe /param 91,USR_0006,2026-01-02T00:27:53.757187,low,success
PROC_000417,DEV_00276,winlogon.exe,2559,5821,C:\Windows\System32\winlogon.exe /param 93,USR_0105,2025-12-31T20:27:53.757201,low,success
PROC_000418,DEV_00074,chrome.exe,6062,6724,C:\Windows\System32\chrome.exe /param 16,USR_0014,2025-12-30T12:27:53.757210,low,success
PROC_000419,DEV_00259,lsass.exe,1032,5572,C:\Windows\System32\lsass.exe /param 35,USR_0018,2025-12-31T08:27:53.757219,low,success
PROC_000420,DEV_00200,firefox.exe,2045,2579,C:\Windows\System32\firefox.exe /param 5,USR_0091,2026-01-02T03:27:53.757228,medium,success
PROC_000421,DEV_00067,svchost.exe,8012,1418,C:\Windows\System32\svchost.exe /param 93,USR_0059,2026-01-01T02:27:53.757236,low,success
PROC_000422,DEV_00032,lsass.exe,6410,2046,C:\Windows\System32\lsass.exe /param 17,USR_0103,2025-12-31T02:27:53.757245,medium,success
PROC_000423,DEV_00037,winlogon.exe,1754,7819,C:\Windows\System32\winlogon.exe /param 89,USR_0019,2025-12-29T06:27:53.757254,medium,success
PROC_000424,DEV_00214,chrome.exe,1385,4540,C:\Windows\System32\chrome.exe /param 45,USR_0099,2025-12-28T17:27:53.757267,low,denied
PROC_000425,DEV_00232,explorer.exe,6746,2107,C:\Windows\System32\explorer.exe /param 84,USR_0092,2025-12-28T03:27:53.757276,low,denied
PROC_000426,DEV_00056,winlogon.exe,4006,5103,C:\Windows\System32\winlogon.exe /param 57,USR_0018,2025-12-28T09:27:53.757285,low,denied
PROC_000427,DEV_00048,winlogon.exe,7713,4930,C:\Windows\System32\winlogon.exe /param 32,USR_0150,2025-12-29T21:27:53.757297,medium,denied
PROC_000428,DEV_00112,winlogon.exe,6742,5867,C:\Windows\System32\winlogon.exe /param 88,USR_0031,2026-01-01T09:27:53.757306,low,denied
PROC_000429,DEV_00200,explorer.exe,8063,9882,C:\Windows\System32\explorer.exe /param 22,USR_0056,2025-12-27T22:27:53.757315,low,success
PROC_000430,DEV_00141,psexec.exe,6197,8368,C:\Windows\System32\psexec.exe /param 49,USR_0042,2025-12-29T08:27:53.757323,critical,success
PROC_000431,DEV_00273,impacket,2790,7579,C:\Windows\System32\impacket /param 30,USR_0033,2026-01-01T11:27:53.757332,critical,success
PROC_000432,DEV_00270,winlogon.exe,4983,2935,C:\Windows\System32\winlogon.exe /param 82,USR_0076,2025-12-30T09:27:53.757344,medium,success
PROC_000433,DEV_00164,winlogon.exe,8547,136,C:\Windows\System32\winlogon.exe /param 61,USR_0129,2025-12-27T14:27:53.757352,medium,denied
PROC_000434,DEV_00030,winlogon.exe,835,5606,C:\Windows\System32\winlogon.exe /param 59,USR_0100,2025-12-30T09:27:53.757364,low,success
PROC_000435,DEV_00282,svchost.exe,4766,6250,C:\Windows\System32\svchost.exe /param 20,USR_0042,2025-12-30T16:27:53.757373,low,denied
PROC_000436,DEV_00144,chrome.exe,2790,2896,C:\Windows\System32\chrome.exe /param 28,USR_0026,2025-12-27T00:27:53.757382,medium,success
PROC_000437,DEV_00004,explorer.exe,5580,1162,C:\Windows\System32\explorer.exe /param 20,USR_0067,2025-12-28T01:27:53.757392,low,denied
PROC_000438,DEV_00097,explorer.exe,5978,3312,C:\Windows\System32\explorer.exe /param 55,USR_0074,2026-01-02T04:27:53.757401,medium,success
PROC_000439,DEV_00181,explorer.exe,2861,198,C:\Windows\System32\explorer.exe /param 25,USR_0108,2025-12-26T23:27:53.757410,low,success
PROC_000440,DEV_00116,svchost.exe,3736,9524,C:\Windows\System32\svchost.exe /param 69,USR_0061,2025-12-28T08:27:53.757418,medium,denied
PROC_000441,DEV_00096,explorer.exe,1085,130,C:\Windows\System32\explorer.exe /param 71,USR_0090,2025-12-30T19:27:53.757427,low,success
PROC_000442,DEV_00115,svchost.exe,2162,2749,C:\Windows\System32\svchost.exe /param 65,USR_0148,2025-12-28T06:27:53.757436,medium,success
PROC_000443,DEV_00009,explorer.exe,622,9924,C:\Windows\System32\explorer.exe /param 12,USR_0125,2025-12-29T12:27:53.757445,low,denied
PROC_000444,DEV_00240,explorer.exe,6064,714,C:\Windows\System32\explorer.exe /param 24,USR_0026,2025-12-27T10:27:53.757453,low,denied
PROC_000445,DEV_00043,explorer.exe,207,8876,C:\Windows\System32\explorer.exe /param 62,USR_0144,2026-01-01T04:27:53.757462,medium,success
PROC_000446,DEV_00120,lsass.exe,8219,6838,C:\Windows\System32\lsass.exe /param 83,USR_0130,2025-12-30T22:27:53.757474,medium,denied
PROC_000447,DEV_00195,explorer.exe,3354,4687,C:\Windows\System32\explorer.exe /param 32,USR_0120,2026-01-02T14:27:53.757483,medium,denied
PROC_000448,DEV_00148,winlogon.exe,953,7940,C:\Windows\System32\winlogon.exe /param 51,USR_0108,2025-12-30T17:27:53.757492,medium,denied
PROC_000449,DEV_00148,winlogon.exe,9494,2820,C:\Windows\System32\winlogon.exe /param 5,USR_0132,2025-12-26T22:27:53.757500,low,denied
PROC_000450,DEV_00036,svchost.exe,696,3986,C:\Windows\System32\svchost.exe /param 93,USR_0139,2025-12-28T10:27:53.757513,low,denied
PROC_000451,DEV_00232,chrome.exe,2348,9676,C:\Windows\System32\chrome.exe /param 93,USR_0017,2025-12-28T06:27:53.757522,medium,denied
PROC_000452,DEV_00195,svchost.exe,4075,9579,C:\Windows\System32\svchost.exe /param 13,USR_0129,2026-01-01T06:27:53.757531,low,denied
PROC_000453,DEV_00187,explorer.exe,654,6839,C:\Windows\System32\explorer.exe /param 98,USR_0095,2025-12-31T04:27:53.757540,medium,denied
PROC_000454,DEV_00022,svchost.exe,6423,8229,C:\Windows\System32\svchost.exe /param 86,USR_0056,2026-01-01T13:27:53.757549,medium,denied
PROC_000455,DEV_00232,firefox.exe,558,5128,C:\Windows\System32\firefox.exe /param 24,USR_0127,2025-12-30T21:27:53.757557,medium,denied
PROC_000456,DEV_00123,ncat. exe,7401,6063,C:\Windows\System32\ncat. exe /param 33,USR_0035,2025-12-31T07:27:53.757569,critical,denied
PROC_000457,DEV_00080,explorer.exe,473,5665,C:\Windows\System32\explorer.exe /param 94,USR_0045,2025-12-28T06:27:53.757578,medium,denied
PROC_000458,DEV_00182,explorer.exe,5939,8768,C:\Windows\System32\explorer.exe /param 58,USR_0011,2025-12-28T20:27:53.757590,low,success
PROC_000459,DEV_00135,explorer.exe,9973,8588,C:\Windows\System32\explorer.exe /param 20,USR_0149,2025-12-28T05:27:53.757600,low,success
PROC_000460,DEV_00004,chrome.exe,771,5067,C:\Windows\System32\chrome.exe /param 34,USR_0026,2025-12-30T00:27:53.757609,medium,success
PROC_000461,DEV_00271,chrome.exe,8671,1207,C:\Windows\System32\chrome.exe /param 35,USR_0150,2025-12-29T16:27:53.757618,low,denied
PROC_000462,DEV_00139,svchost.exe,7563,1665,C:\Windows\System32\svchost.exe /param 93,USR_0082,2025-12-27T10:27:53.757627,low,denied
PROC_000463,DEV_00135,svchost.exe,3218,4984,C:\Windows\System32\svchost.exe /param 26,USR_0070,2026-01-01T22:27:53.757635,low,success
PROC_000464,DEV_00259,firefox.exe,1780,4683,C:\Windows\System32\firefox.exe /param 68,USR_0103,2025-12-31T00:27:53.757645,medium,success
PROC_000465,DEV_00074,chrome.exe,8321,4020,C:\Windows\System32\chrome.exe /param 7,USR_0039,2025-12-26T20:27:53.757654,medium,success
PROC_000466,DEV_00005,chrome.exe,2882,8721,C:\Windows\System32\chrome.exe /param 57,USR_0079,2025-12-31T07:27:53.757665,medium,denied
PROC_000467,DEV_00098,chrome.exe,2310,2031,C:\Windows\System32\chrome.exe /param 30,USR_0032,2025-12-28T00:27:53.757674,medium,denied
PROC_000468,DEV_00041,chrome.exe,7929,2017,C:\Windows\System32\chrome.exe /param 81,USR_0114,2025-12-27T17:27:53.757683,low,success
PROC_000469,DEV_00289,winlogon.exe,9549,8608,C:\Windows\System32\winlogon.exe /param 45,USR_0078,2026-01-01T22:27:53.757692,medium,denied
PROC_000470,DEV_00106,svchost.exe,2688,5563,C:\Windows\System32\svchost.exe /param 15,USR_0051,2025-12-28T07:27:53.757701,medium,denied
PROC_000471,DEV_00061,firefox.exe,6950,5451,C:\Windows\System32\firefox.exe /param 8,USR_0118,2025-12-31T12:27:53.757710,medium,denied
PROC_000472,DEV_00087,firefox.exe,7028,1769,C:\Windows\System32\firefox.exe /param 73,USR_0076,2025-12-31T08:27:53.757719,low,denied
PROC_000473,DEV_00266,svchost.exe,5943,8681,C:\Windows\System32\svchost.exe /param 97,USR_0068,2025-12-28T20:27:53.757729,low,success
PROC_000474,DEV_00277,firefox.exe,2215,4797,C:\Windows\System32\firefox.exe /param 91,USR_0070,2025-12-28T12:27:53.757737,low,denied
PROC_000475,DEV_00109,wmiexec.py,366,7709,C:\Windows\System32\wmiexec.py /param 81,USR_0050,2025-12-30T05:27:53.757746,critical,success
PROC_000476,DEV_00168,lsass.exe,4226,2564,C:\Windows\System32\lsass.exe /param 74,USR_0088,2025-12-28T16:27:53.757755,medium,denied
PROC_000477,DEV_00281,explorer.exe,9253,6743,C:\Windows\System32\explorer.exe /param 0,USR_0015,2025-12-31T10:27:53.757764,low,denied
PROC_000478,DEV_00071,firefox.exe,6143,6423,C:\Windows\System32\firefox.exe /param 16,USR_0071,2025-12-29T10:27:53.757773,low,denied
PROC_000479,DEV_00243,winlogon.exe,6779,3825,C:\Windows\System32\winlogon.exe /param 0,USR_0063,2026-01-01T21:27:53.757785,medium,denied
PROC_000480,DEV_00077,explorer.exe,2783,5071,C:\Windows\System32\explorer.exe /param 93,USR_0072,2025-12-31T21:27:53.757794,medium,success
PROC_000481,DEV_00213,chrome.exe,1198,7356,C:\Windows\System32\chrome.exe /param 55,USR_0011,2026-01-02T16:27:53.757806,medium,success
PROC_000482,DEV_00154,ncat. exe,3175,9410,C:\Windows\System32\ncat. exe /param 24,USR_0111,2025-12-29T11:27:53.757815,critical,denied
PROC_000483,DEV_00198,svchost.exe,615,8416,C:\Windows\System32\svchost.exe /param 78,USR_0087,2025-12-30T04:27:53.757824,medium,success
PROC_000484,DEV_00243,explorer.exe,5514,5483,C:\Windows\System32\explorer.exe /param 71,USR_0070,2025-12-29T21:27:53.757833,low,success
PROC_000485,DEV_00256,chrome.exe,3965,4783,C:\Windows\System32\chrome.exe /param 15,USR_0120,2025-12-30T09:27:53.757845,medium,success
PROC_000486,DEV_00130,lsass.exe,9419,1942,C:\Windows\System32\lsass.exe /param 17,USR_0031,2025-12-31T01:27:53.757854,low,denied
PROC_000487,DEV_00258,winlogon.exe,4246,3474,C:\Windows\System32\winlogon.exe /param 18,USR_0010,2025-12-27T22:27:53.757863,low,success
PROC_000488,DEV_00136,winlogon.exe,947,9595,C:\Windows\System32\winlogon.exe /param 64,USR_0137,2025-12-27T00:27:53.757875,low,denied
PROC_000489,DEV_00167,svchost.exe,4545,6177,C:\Windows\System32\svchost.exe /param 75,USR_0129,2025-12-31T00:27:53.757885,low,success
PROC_000490,DEV_00248,firefox.exe,5471,2913,C:\Windows\System32\firefox.exe /param 37,USR_0115,2025-12-29T03:27:53.757894,medium,success
PROC_000491,DEV_00283,explorer.exe,218,229,C:\Windows\System32\explorer.exe /param 41,USR_0048,2025-12-27T09:27:53.757903,low,denied
PROC_000492,DEV_00204,lsass.exe,6514,2725,C:\Windows\System32\lsass.exe /param 37,USR_0087,2025-12-27T21:27:53.757912,low,denied
PROC_000493,DEV_00060,winlogon.exe,1320,5248,C:\Windows\System32\winlogon.exe /param 37,USR_0002,2026-01-02T16:27:53.757920,medium,success
PROC_000494,DEV_00096,chrome.exe,1610,4861,C:\Windows\System32\chrome.exe /param 30,USR_0078,2026-01-01T09:27:53.757929,low,success
PROC_000495,DEV_00145,chrome.exe,6714,7681,C:\Windows\System32\chrome.exe /param 61,USR_0040,2026-01-01T00:27:53.757938,low,denied
PROC_000496,DEV_00104,explorer.exe,9372,5272,C:\Windows\System32\explorer.exe /param 93,USR_0079,2025-12-26T23:27:53.757946,medium,success
PROC_000497,DEV_00085,explorer.exe,2951,5242,C:\Windows\System32\explorer.exe /param 8,USR_0033,2025-12-27T20:27:53.757955,low,success
PROC_000498,DEV_00113,explorer.exe,1071,662,C:\Windows\System32\explorer.exe /param 26,USR_0016,2026-01-01T00:27:53.757964,medium,success
PROC_000499,DEV_00143,winlogon.exe,1685,6566,C:\Windows\System32\winlogon.exe /param 50,USR_0061,2026-01-01T04:27:53.757981,low,denied
PROC_000500,DEV_00044,explorer.exe,4604,8010,C:\Windows\System32\explorer.exe /param 99,USR_0144,2025-12-30T09:27:53.757990,low,success
PROC_000501,DEV_00183,lsass.exe,8315,181,C:\Windows\System32\lsass.exe /param 91,USR_0051,2026-01-01T22:27:53.758000,low,success
PROC_000502,DEV_00132,svchost.exe,999,1404,C:\Windows\System32\svchost.exe /param 57,USR_0102,2025-12-27T05:27:53.758057,medium,success
PROC_000503,DEV_00057,svchost.exe,8887,4206,C:\Windows\System32\svchost.exe /param 77,USR_0021,2025-12-27T05:27:53.758073,medium,success
PROC_000504,DEV_00098,svchost.exe,5022,5923,C:\Windows\System32\svchost.exe /param 86,USR_0059,2025-12-29T23:27:53.758086,medium,denied
PROC_000505,DEV_00009,firefox.exe,2513,9789,C:\Windows\System32\firefox.exe /param 38,USR_0034,2026-01-02T07:27:53.758104,medium,denied
PROC_000506,DEV_00252,svchost.exe,1561,1313,C:\Windows\System32\svchost.exe /param 21,USR_0007,2025-12-30T07:27:53.758114,low,success
PROC_000507,DEV_00143,firefox.exe,2255,7716,C:\Windows\System32\firefox.exe /param 63,USR_0141,2025-12-27T17:27:53.758123,medium,denied
PROC_000508,DEV_00228,mimikatz. exe,2188,7488,C:\Windows\System32\mimikatz. exe /param 97,USR_0056,2025-12-27T14:27:53.758132,critical,denied
PROC_000509,DEV_00274,lsass.exe,2082,6655,C:\Windows\System32\lsass.exe /param 62,USR_0141,2025-12-28T03:27:53.758141,medium,denied
PROC_000510,DEV_00010,firefox.exe,8675,102,C:\Windows\System32\firefox.exe /param 78,USR_0114,2026-01-02T04:27:53.758150,low,success
PROC_000511,DEV_00113,lsass.exe,8966,668,C:\Windows\System32\lsass.exe /param 54,USR_0042,2025-12-28T21:27:53.758159,low,success
PROC_000512,DEV_00294,explorer.exe,7987,8697,C:\Windows\System32\explorer.exe /param 19,USR_0048,2025-12-31T21:27:53.758168,low,success
PROC_000513,DEV_00147,svchost.exe,2439,3464,C:\Windows\System32\svchost.exe /param 4,USR_0150,2025-12-26T22:27:53.758176,low,denied
PROC_000514,DEV_00029,firefox.exe,6426,9096,C:\Windows\System32\firefox.exe /param 96,USR_0035,2026-01-01T14:27:53.758186,low,success
PROC_000515,DEV_00103,svchost.exe,4237,3766,C:\Windows\System32\svchost.exe /param 99,USR_0107,2026-01-01T03:27:53.758194,medium,success
PROC_000516,DEV_00101,chrome.exe,8018,1020,C:\Windows\System32\chrome.exe /param 2,USR_0099,2025-12-29T04:27:53.758203,low,success
PROC_000517,DEV_00142,chrome.exe,2861,4449,C:\Windows\System32\chrome.exe /param 17,USR_0047,2025-12-29T00:27:53.758212,medium,success
PROC_000518,DEV_00152,svchost.exe,7876,5730,C:\Windows\System32\svchost.exe /param 19,USR_0043,2025-12-29T00:27:53.758221,low,denied
PROC_000519,DEV_00176,chrome.exe,2090,4735,C:\Windows\System32\chrome.exe /param 29,USR_0102,2025-12-30T02:27:53.758230,medium,success
PROC_000520,DEV_00297,winlogon.exe,974,3390,C:\Windows\System32\winlogon.exe /param 16,USR_0134,2025-12-27T22:27:53.758242,medium,denied
PROC_000521,DEV_00025,lsass.exe,5996,7192,C:\Windows\System32\lsass.exe /param 43,USR_0146,2025-12-30T09:27:53.758251,medium,success
PROC_000522,DEV_00200,winlogon.exe,1117,9022,C:\Windows\System32\winlogon.exe /param 79,USR_0076,2025-12-29T21:27:53.758261,low,denied
PROC_000523,DEV_00055,firefox.exe,453,7873,C:\Windows\System32\firefox.exe /param 42,USR_0123,2025-12-27T14:27:53.758279,low,success
PROC_000524,DEV_00285,winlogon.exe,2075,7881,C:\Windows\System32\winlogon.exe /param 7,USR_0023,2025-12-26T21:27:53.758292,medium,success
PROC_000525,DEV_00216,lsass.exe,592,129,C:\Windows\System32\lsass.exe /param 33,USR_0111,2025-12-29T21:27:53.758301,low,success
PROC_000526,DEV_00081,chrome.exe,8578,2922,C:\Windows\System32\chrome.exe /param 71,USR_0006,2025-12-28T18:27:53.758310,medium,denied
PROC_000527,DEV_00119,firefox.exe,8458,2859,C:\Windows\System32\firefox.exe /param 63,USR_0019,2025-12-26T20:27:53.758319,medium,denied
PROC_000528,DEV_00285,explorer.exe,3846,9079,C:\Windows\System32\explorer.exe /param 45,USR_0025,2025-12-29T15:27:53.758327,low,denied
PROC_000529,DEV_00102,chrome.exe,9570,9191,C:\Windows\System32\chrome.exe /param 29,USR_0074,2026-01-01T09:27:53.758336,medium,success
PROC_000530,DEV_00153,winlogon.exe,9312,1767,C:\Windows\System32\winlogon.exe /param 63,USR_0122,2025-12-30T08:27:53.758346,low,success
PROC_000531,DEV_00150,winlogon.exe,7880,9576,C:\Windows\System32\winlogon.exe /param 95,USR_0072,2025-12-30T07:27:53.758355,medium,denied
PROC_000532,DEV_00115,wmiexec.py,2448,7878,C:\Windows\System32\wmiexec.py /param 53,USR_0027,2025-12-31T03:27:53.758366,critical,success
PROC_000533,DEV_00032,winlogon.exe,4326,7513,C:\Windows\System32\winlogon.exe /param 35,USR_0061,2025-12-27T23:27:53.758375,low,success
PROC_000534,DEV_00286,svchost.exe,9423,7836,C:\Windows\System32\svchost.exe /param 68,USR_0094,2025-12-30T11:27:53.758384,medium,denied
PROC_000535,DEV_00178,lsass.exe,5257,9075,C:\Windows\System32\lsass.exe /param 97,USR_0125,2025-12-26T19:27:53.758394,low,success
PROC_000536,DEV_00144,explorer.exe,749,6654,C:\Windows\System32\explorer.exe /param 59,USR_0046,2025-12-30T17:27:53.758403,medium,denied
PROC_000537,DEV_00117,svchost.exe,1524,9194,C:\Windows\System32\svchost.exe /param 17,USR_0002,2025-12-30T04:27:53.758412,low,success
PROC_000538,DEV_00154,chrome.exe,827,8391,C:\Windows\System32\chrome.exe /param 88,USR_0148,2025-12-30T13:27:53.758421,medium,success
PROC_000539,DEV_00133,svchost.exe,8195,4478,C:\Windows\System32\svchost.exe /param 62,USR_0125,2025-12-27T16:27:53.758430,medium,denied
PROC_000540,DEV_00265,chrome.exe,2650,4945,C:\Windows\System32\chrome.exe /param 41,USR_0133,2025-12-31T15:27:53.758439,medium,success
PROC_000541,DEV_00152,mimikatz. exe,7344,1904,C:\Windows\System32\mimikatz. exe /param 34,USR_0124,2025-12-31T20:27:53.758454,critical,denied
PROC_000542,DEV_00018,chrome.exe,9755,5995,C:\Windows\System32\chrome.exe /param 34,USR_0143,2025-12-26T18:27:53.758463,low,success
